,word,syllable
1343,сфотографировать,6
1344,сосредоточиться,6
1345,телевидение,6
1346,технологический,6
1347,тимирязевская,6
1348,теоретический,6
1349,технологических,6
1350,территориальный,6
1351,телосложение,6
1352,тестирование,6
1353,тихоокеанский,6
1354,телевизионных,6
1355,удивительное,6
1356,употребление,6
1357,употребляется,6
1358,удивительные,6
1359,убаюкивает,6
1360,удовлетворенный,6
1361,Успокаивает,6
1362,употребления,6
1363,уведомление,6
1364,увеличение,6
1365,флюорография,6
1366,формирование,6
1367,физиология,6
1368,фотокорреспондент,6
1369,фотографиями,6
1370,филологический,6
1371,фальсификация,6
1372,фигурирующих,6
1373,формирования,6
1374,функциональные,6
1375,хлебобулочные,6
1376,характеристика,6
1377,художественная,6
1378,хореография,6
1379,художественного,6
1380,характеристики,6
1381,характеризует,6
1382,характеризовать,6
1383,характеристикам,6
1384,хозяйствующего,6
1385,целеустремленный,6
1386,целеустремленность,6
1387,целенаправленный,6
1388,цивилизация,6
1389,целесообразно,6
1390,централизованный,6
1391,централизация,6
1392,цилиндрическая,6
1393,централизованной,6
1394,церковнославянский,6
1395,человеческого,6
1396,Четырёхугольник,6
1397,четырнадцатое,6
1398,чистописание,6
1399,четверостишия,6
1400,человеческая,6
1401,четырехэтажный,6
1402,человеческими,6
1403,чересполосица,6
1404,чешуекрылые,6
1405,широкомасштабный,6
1406,широкополосный,6
1407,шероховатости,6
1408,шиномонтажное,6
1409,шиномонтажные,6
1410,шестнадцатеричной,6
1411,шарикоподшипник,6
1412,шокирующие,6
1413,широкоугольный,6
1414,шестиугольная,6
1415,электростанция,6
1416,эксплуатация,6
1417,энциклопедия,6
1418,экономический,6
1419,эмоциональный,6
1420,экологический,6
1421,электрического,6
1422,эксплуатации,6
1423,электроприборы,6
1424,электродвигатель,6
1425,юриспруденция,6
1426,юридического,6
1427,юмористический,6
1428,юридическая,6
1429,юридическими,6
1430,юридические,6
1431,юридическое,6
1432,юмористической,6
1433,юмористическим,6
1434,юстирование,6
1435,языкознание,6
1436,ясновидящие,6
1437,языкознания,6
1438,ясновидение,6
1439,являющаяся,6
1440,яснополянское,6
1441,яйцерождение,6
1442,являющимися,6
1443,являющегося,6
1444,являющемуся,6
1445,астра,2
1446,аист,2
1447,арбуз,2
1448,апрель,2
1449,Анна,2
1450,Аня,2
1451,актёр,2
1452,Антон,2
1453,альбом,2
1454,артист,2
1455,быстро,2
1456,большой,2
1457,белка,2
1458,белье,2
1459,банан,2
1460,бассейн,2
1461,быстрый,2
1462,банка,2
1463,бобры,2
1464,борьба,2
1465,вьюга,2
1466,весна,2
1467,ветер,2
1468,ведро,2
1469,верблюд,2
1470,ванна,2
1471,вместе,2
1472,война,2
1473,вопрос,2
1474,ветка,2
1475,гнездо,2
1476,группа,2
1477,груша,2
1478,гости,2
1479,голубь,2
1480,грабли,2
1481,глобус,2
1482,галстук,2
1483,город,2
1484,герой,2
1485,друзья,2
1486,деньки,2
1487,Дарья,2
1488,детство,2
1489,дупло,2
1490,дружба,2
1491,доска,2
1492,деньги,2
1493,детский,2
1494,декабрь,2
1495,енот,2
1496,ежи,2
1497,ели,2
1498,его,2
1499,её,2
1500,Егор,2
1501,ельник,2
1502,еда,2
1503,ещё,2
1504,ерши,2
1505,ёжик,2
1506,ёлка,2
1507,ёмкость,2
1508,ёлкин,2
1509,ёлок,2
1510,ёмкий,2
1511,журавль,2
1512,жираф,2
1513,Жанна,2
1514,жёлудь,2
1515,жильё,2
1516,жёлтый,2
1517,журчит,2
1518,жирный,2
1519,жёсткий,2
1520,жужжит,2
1521,змея,2
1522,заяц,2
1523,завтрак,2
1524,здравствуй,2
1525,звезда,2
1526,зайка,2
1527,земля,2
1528,зонтик,2
1529,звёзды,2
1530,завтра,2
1531,иней,2
1532,ирис,2
1533,ива,2
1534,Ира,2
1535,Илья,2
1536,июнь,2
1537,имя,2
1538,игла,2
1539,Иван,2
1540,Инна,2
1541,йогурт,2
1542,йога,2
1543,йотта,2
1544,Йемен,2
1545,йода,2
1546,його,2
1547,йошкар,2
1548,йодом,2
1549,йоги,2
1550,йогой,2
1551,кошка,2
1552,коньки,2
1553,корабль,2
1554,кольцо,2
1555,книга,2
1556,клоун,2
1557,кроссворд,2
1558,кукла,2
1559,крылья,2
1560,красный,2
1561,листья,2
1562,лучше,2
1563,лошадь,2
1564,льдина,2
1565,лайка,2
1566,лейка,2
1567,люстра,2
1568,листьев,2
1569,листва,2
1570,ландыш,2
1571,Москва,2
1572,медведь,2
1573,мальчик,2
1574,майский,2
1575,морковь,2
1576,майка,2
1577,метро,2
1578,масло,2
1579,мышка,2
1580,морской,2
1581,ноябрь,2
1582,нельзя,2
1583,ночью,2
1584,Настя,2
1585,нитка,2
1586,нитки,2
1587,наряд,2
1588,надеть,2
1589,носки,2
1590,ночник,2
1591,осень,2
1592,окунь,2
1593,окно,2
1594,олень,2
1595,объезд,2
1596,огонь,2
1597,очень,2
1598,орех,2
1599,отец,2
1600,обед,2
1601,пальто,2
1602,подъём,2
1603,подъезд,2
1604,письмо,2
1605,платье,2
1606,праздник,2
1607,портфель,2
1608,перья,2
1609,птичка,2
1610,пенал,2
1611,русский,2
1612,ручьи,2
1613,рассказ,2
1614,ручка,2
1615,речка,2
1616,радость,2
1617,рельсы,2
1618,район,2
1619,разъезд,2
1620,рассвет,2
1621,семья,2
1622,солнце,2
1623,сентябрь,2
1624,сестра,2
1625,свёкла,2
1626,сказка,2
1627,смотрит,2
1628,сосна,2
1629,стройка,2
1630,счастье,2
1631,тетрадь,2
1632,трамвай,2
1633,театр,2
1634,трава,2
1635,тюльпан,2
1636,тыква,2
1637,трактор,2
1638,тройка,2
1639,тополь,2
1640,туфли,2
1641,утюг,2
1642,утка,2
1643,утро,2
1644,улей,2
1645,ухо,2
1646,уши,2
1647,урок,2
1648,ульи,2
1649,ужин,2
1650,укол,2
1651,фонарь,2
1652,футбол,2
1653,февраль,2
1654,фрукты,2
1655,фокус,2
1656,фирма,2
1657,факел,2
1658,фишка,2
1659,финал,2
1660,фея,2
1661,хоккей,2
1662,храбрый,2
1663,хвоя,2
1664,холод,2
1665,хорёк,2
1666,хлопья,2
1667,хирург,2
1668,Христос,2
1669,хитрый,2
1670,хлопцы,2
1671,цапля,2
1672,цветок,2
1673,цифра,2
1674,царство,2
1675,цилиндр,2
1676,цветы,2
1677,цыган,2
1678,цокот,2
1679,цаца,2
1680,целый,2
1681,чайник,2
1682,чайка,2
1683,чашка,2
1684,чувства,2
1685,четверг,2
1686,чистый,2
1687,частый,2
1688,чеснок,2
1689,часто,2
1690,чужой,2
1691,шапка,2
1692,шоссе,2
1693,шишка,2
1694,шарик,2
1695,шутка,2
1696,шея,2
1697,школьник,2
1698,шишки,2
1699,шорты,2
1700,школа,2
1701,щавель,2
1702,щенок,2
1703,щука,2
1704,щётка,2
1705,щуплый,2
1706,щепка,2
1707,щенка,2
1708,щипцы,2
1709,щучка,2
1710,щеткой,2
1711,этаж,2
1712,экран,2
1713,это,2
1714,эхо,2
1715,Эмма,2
1716,экспресс,2
1717,элипс,2
1718,Эдик,2
1719,эксперт,2
1720,Элла,2
1721,юла,2
1722,Юля,2
1723,Юра,2
1724,юнга,2
1725,Юрий,2
1726,юбка,2
1727,юный,2
1728,юннат,2
1729,юркий,2
1730,Ютуб,2
1731,якорь,2
1732,язык,2
1733,ястреб,2
1734,яма,2
1735,яйцо,2
1736,ящик,2
1737,Яна,2
1738,ясень,2
1739,яркий,2
1740,январь,2
1741,аллея,3
1742,апельсин,3
1743,ананас,3
1744,автобус,3
1745,апрельский,3
1746,аисты,3
1747,акула,3
1748,азбука,3
1749,алфавит,3
1750,абрикос,3
1751,бабочка,3
1752,бабушка,3
1753,большая,3
1754,белочка,3
1755,барабан,3
1756,богатство,3
1757,ботинки,3
1758,башмачки,3
1759,большие,3
1760,баклажан,3
1761,варенье,3
1762,воробей,3
1763,воробьи,3
1764,весенний,3
1765,валенки,3
1766,виноград,3
1767,весело,3
1768,вежливость,3
1769,выставка,3
1770,винегрет,3
1771,гвоздика,3
1772,герои,3
1773,горькая,3
1774,гитара,3
1775,градусник,3
1776,городской,3
1777,геркулес,3
1778,Галина,3
1779,Гагарин,3
1780,Гауда,3
1781,девочка,3
1782,деревья,3
1783,дежурный,3
1784,деревня,3
1785,деревьев,3
1786,дедушка,3
1787,дождливый,3
1788,девочки,3
1789,деревьях,3
1790,дорожки,3
1791,ёжики,3
1792,Елена,3
1793,Европа,3
1794,Енисей,3
1795,Египет,3
1796,ехидна,3
1797,Евгений,3
1798,ежиха,3
1799,ералаш,3
1800,ерунда,3
1801,ёлочка,3
1802,ёршики,3
1803,ёлками,3
1804,ёлочках,3
1805,ёжатся,3
1806,ёжился,3
1807,ёжиком,3
1808,ёжику,3
1809,ёршику,3
1810,ёмкостной,3
1811,жаркое,3
1812,жалюзи,3
1813,Жигули,3
1814,журавли,3
1815,жёрдочка,3
1816,жёлтые,3
1817,жадина,3
1818,жевачка,3
1819,желудок,3
1820,животных,3
1821,здравствуйте,3
1822,зоопарк,3
1823,здоровье,3
1824,зеркало,3
1825,загадка,3
1826,заметка,3
1827,зелёный,3
1828,здание,3
1829,зарядка,3
1830,зимовье,3
1831,игрушки,3
1832,иголка,3
1833,Ирина,3
1834,играю,3
1835,искусство,3
1836,имена,3
1837,играют,3
1838,иволга,3
1839,индейка,3
1840,избушка,3
1841,йогурта,3
1842,йогуртом,3
1843,Йеменцы,3
1844,йемене,3
1845,йодистый,3
1846,йеменцу,3
1847,Йоркширский,3
1848,Йоклаем,3
1849,карандаш,3
1850,капуста,3
1851,классная,3
1852,компьютер,3
1853,кастрюля,3
1854,кукушка,3
1855,корова,3
1856,кузнечик,3
1857,картофель,3
1858,комната,3
1859,ласточка,3
1860,лягушка,3
1861,лилия,3
1862,линия,3
1863,линейка,3
1864,лестница,3
1865,лошадка,3
1866,листьями,3
1867,листочки,3
1868,лужайка,3
1869,маленький,3
1870,молния,3
1871,матрёшка,3
1872,молоко,3
1873,муравьи,3
1874,миллион,3
1875,магазин,3
1876,Мария,3
1877,муравей,3
1878,машина,3
1879,ножницы,3
1880,незнайка,3
1881,никогда,3
1882,ненастье,3
1883,носорог,3
1884,навстречу,3
1885,ноутбук,3
1886,Николай,3
1887,Новгород,3
1888,наука,3
1889,облако,3
1890,осина,3
1891,осенью,3
1892,осенний,3
1893,огород,3
1894,озеро,3
1895,овощи,3
1896,окошко,3
1897,окуньки,3
1898,окуни,3
1899,пушистый,3
1900,печенье,3
1901,подъехал,3
1902,прекрасный,3
1903,попугай,3
1904,пластилин,3
1905,программа,3
1906,пассажир,3
1907,памятник,3
1908,подснежник,3
1909,Россия,3
1910,радио,3
1911,ромашка,3
1912,ресторан,3
1913,рисунок,3
1914,ребята,3
1915,рябина,3
1916,радуга,3
1917,ракета,3
1918,рисовать,3
1919,суббота,3
1920,солнышко,3
1921,серебро,3
1922,сентября,3
1923,самолёт,3
1924,скамейка,3
1925,стрекоза,3
1926,счастливый,3
1927,соловьи,3
1928,скорая,3
1929,троллейбус,3
1930,тарелка,3
1931,товарищ,3
1932,тёплые,3
1933,телефон,3
1934,трамваи,3
1935,тишина,3
1936,Татьяна,3
1937,Турция,3
1938,тёплая,3
1939,урожай,3
1940,ученик,3
1941,учитель,3
1942,улитка,3
1943,улица,3
1944,улыбка,3
1945,удочка,3
1946,Ульяна,3
1947,уроки,3
1948,угольки,3
1949,фиалка,3
1950,фломастер,3
1951,футболка,3
1952,функция,3
1953,фантазёр,3
1954,фестиваль,3
1955,формула,3
1956,французский,3
1957,фикция,3
1958,фортуна,3
1959,хороший,3
1960,хорошо,3
1961,хлопьями,3
1962,хозяин,3
1963,холодок,3
1964,храбрые,3
1965,холодный,3
1966,харизма,3
1967,хоккеист,3
1968,хозяйство,3
1969,цыплёнок,3
1970,центральный,3
1971,цветочки,3
1972,цепочка,3
1973,цыпочка,3
1974,цилиндра,3
1975,цунами,3
1976,царевна,3
1977,цилиндре,3
1978,цыплята,3
1979,чудесный,3
1980,человек,3
1981,чтение,3
1982,часовой,3
1983,чемодан,3
1984,чудеса,3
1985,чёрные,3
1986,чернила,3
1987,чувствовать,3
1988,читайте,3
1989,школьники,3
1990,школьные,3
1991,шоколад,3
1992,шиповник,3
1993,шахматы,3
1994,шелестит,3
1995,шестнадцать,3
1996,шустрые,3
1997,школьную,3
1998,широкий,3
1999,щупальцы,3
2000,щекастый,3
2001,щуриться,3
2002,щупальца,3
2003,щеночек,3
2004,щучьему,3
2005,щавеля,3
2006,щуренок,3
2007,щурится,3
2008,щепотка,3
2009,этажи,3
2010,эскимо,3
2011,Эдуард,3
2012,эскимос,3
2013,электрик,3
2014,экватор,3
2015,электрон,3
2016,эстрада,3
2017,экзамен,3
2018,Эквадор,3
2019,Юлия,3
2020,Юпитер,3
2021,юниор,3
2022,Юрмала,3
2023,юные,3
2024,юноша,3
2025,юбочка,3
2026,юбилей,3
2027,южная,3
2028,юная,3
2029,яблоко,3
2030,ягода,3
2031,яблоня,3
2032,яблонька,3
2033,ягуар,3
2034,Яуза,3
2035,яркая,3
2036,яркие,3
2037,ярмарка,3
2038,ябеда,3
2039,ай,1
2040,ад,1
2041,астр,1
2042,Арш,1
2043,ат,1
2044,ах,1
2045,Ас,1
2046,Арс,1
2047,ам,1
2048,акт,1
2049,бант,1
2050,брат,1
2051,блин,1
2052,барс,1
2053,болт,1
2054,боль,1
2055,бинт,1
2056,бой,1
2057,борщ,1
2058,бровь,1
2059,волк,1
2060,вдруг,1
2061,всплеск,1
2062,вальс,1
2063,взгляд,1
2064,вьюн,1
2065,въезд,1
2066,власть,1
2067,врач,1
2068,взвод,1
2069,гусь,1
2070,гриб,1
2071,грязь,1
2072,гром,1
2073,гвоздь,1
2074,грусть,1
2075,грач,1
2076,Гугл,1
2077,гном,1
2078,грипп,1
2079,дождь,1
2080,день,1
2081,дом,1
2082,дверь,1
2083,дуб,1
2084,дрозд,1
2085,дрель,1
2086,друг,1
2087,диск,1
2088,двор,1
2089,ель,1
2090,ёж,1
2091,есть,1
2092,ест,1
2093,ей,1
2094,ем,1
2095,ешь,1
2096,ел,1
2097,ес,1
2098,ен,1
2099,ёрш,1
2100,ёд,1
2101,ёрж,1
2102,Ёршь,1
2103,ёсць,1
2104,жизнь,1
2105,жук,1
2106,жить,1
2107,жердь,1
2108,жил,1
2109,ждёт,1
2110,жир,1
2111,ждут,1
2112,ждать,1
2113,жать,1
2114,зонт,1
2115,зверь,1
2116,злой,1
2117,змей,1
2118,зубр,1
2119,здесь,1
2120,звук,1
2121,знак,1
2122,зной,1
2123,знать,1
2124,игр,1
2125,им,1
2126,из,1
2127,Ил,1
2128,иль,1
2129,их,1
2130,ирь,1
2131,искр,1
2132,ик,1
2133,иск,1
2134,йод,1
2135,йог,1
2136,йорж,1
2137,йо,1
2138,йэ,1
2139,Йорк,1
2140,класс,1
2141,конь,1
2142,крот,1
2143,край,1
2144,кость,1
2145,кремль,1
2146,кот,1
2147,клён,1
2148,ключ,1
2149,куст,1
2150,лось,1
2151,лист,1
2152,лук,1
2153,лес,1
2154,лень,1
2155,лесть,1
2156,люк,1
2157,лев,1
2158,льёт,1
2159,львы,1
2160,мышь,1
2161,мяч,1
2162,мать,1
2163,май,1
2164,мак,1
2165,март,1
2166,мост,1
2167,муж,1
2168,мёд,1
2169,Минск,1
2170,ночь,1
2171,НЛО,1
2172,нос,1
2173,нож,1
2174,нас,1
2175,нефть,1
2176,на,1
2177,ноль,1
2178,ней,1
2179,нет,1
2180,он,1
2181,Омск,1
2182,ой,1
2183,ось,1
2184,Ор,1
2185,ос,1
2186,от,1
2187,од,1
2188,Об,1
2189,ок,1
2190,пень,1
2191,плащ,1
2192,пляж,1
2193,парк,1
2194,пьют,1
2195,пыль,1
2196,плюй,1
2197,плод,1
2198,пять,1
2199,пруд,1
2200,руль,1
2201,речь,1
2202,рис,1
2203,Русь,1
2204,рысь,1
2205,риск,1
2206,рак,1
2207,рой,1
2208,рожь,1
2209,рот,1
2210,слон,1
2211,стол,1
2212,стул,1
2213,снег,1
2214,спорт,1
2215,стриж,1
2216,соль,1
2217,ствол,1
2218,съесть,1
2219,сок,1
2220,торт,1
2221,тигр,1
2222,труд,1
2223,танк,1
2224,тень,1
2225,трость,1
2226,Тверь,1
2227,твой,1
2228,тюль,1
2229,трос,1
2230,ум,1
2231,уж,1
2232,ус,1
2233,Уй,1
2234,Ул,1
2235,угль,1
2236,Ут,1
2237,уф,1
2238,флаг,1
2239,фильм,1
2240,флокс,1
2241,фильтр,1
2242,Форд,1
2243,фрукт,1
2244,флот,1
2245,фарш,1
2246,ферзь,1
2247,фрак,1
2248,хлеб,1
2249,хвост,1
2250,холм,1
2251,хор,1
2252,хоть,1
2253,холст,1
2254,хорь,1
2255,хруст,1
2256,ход,1
2257,хек,1
2258,цирк,1
2259,центр,1
2260,царь,1
2261,цвет,1
2262,цепь,1
2263,цель,1
2264,цвел,1
2265,цех,1
2266,цикл,1
2267,цинк,1
2268,чай,1
2269,чушь,1
2270,честь,1
2271,час,1
2272,часть,1
2273,чуть,1
2274,чиж,1
2275,член,1
2276,чьи,1
2277,Червь,1
2278,шесть,1
2279,шмель,1
2280,шарф,1
2281,шкаф,1
2282,шторм,1
2283,шерсть,1
2284,шар,1
2285,шить,1
2286,шьёт,1
2287,шьют,1
2288,щит,1
2289,щель,1
2290,щи,1
2291,ща,1
2292,щелк,1
2293,щу,1
2294,що,1
2295,щип,1
2296,щчки,1
2297,ще,1
2298,Эппл,1
2299,Эльф,1
2300,эх,1
2301,юг,1
2302,ян,1
2303,як,1
2304,яд,1
2305,Ям,1
2306,язь,1
2307,ямб,1
2308,ямв,1
