;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
3200;Я говорила, что в момент твоего рождения влияние Сатурна, очевидно, было очень сильно… твои темные волосы… худощавое сложение… трагические потери в юном возрасте… думаю, я не ошибусь, мой мальчик, если скажу, что ты родился в середине зимы?;49;[{'PRON': 'я'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'NOUN': 'момент'}, {'DET': 'твой'}, {'NOUN': 'рождение'}, {'NOUN': 'влияние'}, {'PROPN': 'сатурн'}, {'PUNCT': ','}, {'ADV': 'очевидно'}, {'PUNCT': ','}, {'AUX': 'быть'}, {'ADV': 'очень'}, {'ADV': 'сильно'}, {'PUNCT': '…'}, {'DET': 'твой'}, {'ADJ': 'темный'}, {'NOUN': 'волос'}, {'PUNCT': '…'}, {'ADJ': 'худощавый'}, {'NOUN': 'сложение'}, {'PUNCT': '…'}, {'ADJ': 'трагический'}, {'NOUN': 'потеря'}, {'ADP': 'в'}, {'ADJ': 'юный'}, {'NOUN': 'возраст'}, {'PUNCT': '…'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'PRON': 'я'}, {'PART': 'не'}, {'VERB': 'ошибиться'}, {'PUNCT': ','}, {'DET': 'мой'}, {'NOUN': 'мальчик'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'ты'}, {'VERB': 'родиться'}, {'ADP': 'в'}, {'NOUN': 'середина'}, {'NOUN': 'зима'}, {'PUNCT': '?'}];"что; что";[{'SCONJ': 'что'}, {'SCONJ': 'что'}]
3208;А ты знаешь, Малфой, что утвоеймамаши, – ответил Гарри (они с Гермионой удерживали Рона за мантию, чтобы тот не бросился на Малфоя), – лицо, как будто у нее навоз под носом?;40;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PROPN': 'малфа'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'утвоеймамаши'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'ответить'}, {'PROPN': 'гарри'}, {'PUNCT': '('}, {'PRON': 'они'}, {'ADP': 'с'}, {'PROPN': 'гермиона'}, {'VERB': 'удерживать'}, {'PROPN': 'рон'}, {'ADP': 'за'}, {'NOUN': 'мантия'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'DET': 'тот'}, {'PART': 'не'}, {'VERB': 'броситься'}, {'ADP': 'на'}, {'PROPN': 'малфой'}, {'PUNCT': ')'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'лицо'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'PART': 'будто'}, {'ADP': 'у'}, {'PRON': 'она'}, {'NOUN': 'навоз'}, {'ADP': 'под'}, {'NOUN': 'нос'}, {'PUNCT': '?'}];"что; как";[{'SCONJ': 'что'}, {'SCONJ': 'как'}]
3226;Судя по всему, вы достаточно подкованы в смысле обращения с разными нехорошими существами – вы прошли вризраков, красношапов, финтиплюхов, загрыбастов, капп и оборотней, верно?;31;[{'VERB': 'судить'}, {'ADP': 'по'}, {'PRON': 'весь'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'ADV': 'достаточно'}, {'ADJ': 'подковать'}, {'ADP': 'в'}, {'NOUN': 'смысл'}, {'NOUN': 'обращение'}, {'ADP': 'с'}, {'ADJ': 'разный'}, {'ADJ': 'нехороший'}, {'NOUN': 'существо'}, {'PUNCT': '–'}, {'PRON': 'вы'}, {'VERB': 'пройти'}, {'NOUN': 'вризрак'}, {'PUNCT': ','}, {'NOUN': 'красношап'}, {'PUNCT': ','}, {'NOUN': 'финтиплюхов'}, {'PUNCT': ','}, {'NOUN': 'загрыбаст'}, {'PUNCT': ','}, {'NOUN': 'каппа'}, {'CCONJ': 'и'}, {'NOUN': 'оборотень'}, {'PUNCT': ','}, {'ADV': 'верно'}, {'PUNCT': '?'}];0;0
3283;Неудивительно, что в министерстве были рады от него избавиться, – ты слышал, как он рассказывал Шеймасу, что он сделал с ведьмой, которая первого апреля крикнула «мяу!» у него за спиной?;39;[{'ADJ': 'неудивительный'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'NOUN': 'министерство'}, {'AUX': 'быть'}, {'ADJ': 'рад'}, {'ADP': 'от'}, {'PRON': 'он'}, {'VERB': 'избавиться'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'ты'}, {'VERB': 'слышать'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'PRON': 'он'}, {'VERB': 'рассказывать'}, {'PROPN': 'шеймасу'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'он'}, {'VERB': 'сделать'}, {'ADP': 'с'}, {'NOUN': 'ведьма'}, {'PUNCT': ','}, {'PRON': 'который'}, {'ADJ': 'первый'}, {'NOUN': 'апрель'}, {'VERB': 'крикнуть'}, {'PUNCT': '«'}, {'NOUN': 'мяу'}, {'PUNCT': '!'}, {'PUNCT': '»'}, {'ADP': 'у'}, {'PRON': 'он'}, {'ADP': 'за'}, {'NOUN': 'спина'}, {'PUNCT': '?'}];"что; как; что";[{'SCONJ': 'что'}, {'SCONJ': 'как'}, {'PRON': 'что'}]
3297;Вы отдаете себе отчет в том, что вам меняют белье, разводят огонь, готовят еду, убирают классы несчастные существа, которым не платят и вообще используют как рабов?;32;[{'PRON': 'вы'}, {'VERB': 'отдавать'}, {'PRON': 'себя'}, {'NOUN': 'отчет'}, {'ADP': 'в'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'вы'}, {'VERB': 'менять'}, {'NOUN': 'белье'}, {'PUNCT': ','}, {'VERB': 'разводить'}, {'NOUN': 'огонь'}, {'PUNCT': ','}, {'VERB': 'готовить'}, {'NOUN': 'еда'}, {'PUNCT': ','}, {'VERB': 'убирать'}, {'NOUN': 'класс'}, {'ADJ': 'несчастный'}, {'NOUN': 'существо'}, {'PUNCT': ','}, {'PRON': 'который'}, {'PART': 'не'}, {'VERB': 'платить'}, {'CCONJ': 'и'}, {'ADV': 'вообще'}, {'VERB': 'использовать'}, {'SCONJ': 'как'}, {'NOUN': 'раб'}, {'PUNCT': '?'}];"что; как";[{'SCONJ': 'что'}, {'SCONJ': 'как'}]
3532;А пропала она в Албании – и, по слухам, там в последний раз видели Вольдеморта… и ведь она знала, что в этом году возродят Тремудрые Турниры – правильно?;33;[{'PROPN': 'а'}, {'VERB': 'пропасть'}, {'PRON': 'она'}, {'ADP': 'в'}, {'PROPN': 'албания'}, {'PUNCT': '–'}, {'CCONJ': 'и'}, {'PUNCT': ','}, {'ADP': 'по'}, {'NOUN': 'слух'}, {'PUNCT': ','}, {'ADV': 'там'}, {'ADP': 'в'}, {'ADJ': 'последний'}, {'NOUN': 'раз'}, {'VERB': 'видеть'}, {'PROPN': 'вольдеморт'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'PART': 'ведь'}, {'PRON': 'она'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'DET': 'этот'}, {'NOUN': 'год'}, {'VERB': 'возродить'}, {'PROPN': 'тремудрые'}, {'PROPN': 'турнир'}, {'PUNCT': '–'}, {'ADV': 'правильно'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
3545;Разве что заменить зубы на винный мармелад, например, тогда дракон станет не такой опасный… беда в том, что в той книге пишут же, мало что проникнет под шкуру… лучше всего превратить бы его во что-нибудь, но… они такие огромные… это безнадежно… не факт, что даже профессор Макгонаголл… – или имеется в виду, что тысамдолжен превратиться?;69;[{'PART': 'разве'}, {'SCONJ': 'что'}, {'VERB': 'заменить'}, {'NOUN': 'зуб'}, {'ADP': 'на'}, {'ADJ': 'винный'}, {'NOUN': 'мармелад'}, {'PUNCT': ','}, {'ADV': 'например'}, {'PUNCT': ','}, {'ADV': 'тогда'}, {'NOUN': 'дракон'}, {'VERB': 'стать'}, {'PART': 'не'}, {'DET': 'такой'}, {'ADJ': 'опасный'}, {'PUNCT': '…'}, {'NOUN': 'беда'}, {'ADP': 'в'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'DET': 'тот'}, {'NOUN': 'книга'}, {'VERB': 'писать'}, {'PART': 'же'}, {'PUNCT': ','}, {'ADV': 'мало'}, {'PRON': 'что'}, {'VERB': 'проникнуть'}, {'ADP': 'под'}, {'NOUN': 'шкура'}, {'PUNCT': '…'}, {'ADV': 'хороший'}, {'PRON': 'весь'}, {'VERB': 'превратить'}, {'AUX': 'бы'}, {'PRON': 'он'}, {'ADP': 'в'}, {'PRON': 'что-нибудь'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PUNCT': '…'}, {'PRON': 'они'}, {'DET': 'такой'}, {'ADJ': 'огромный'}, {'PUNCT': '…'}, {'PRON': 'это'}, {'ADJ': 'безнадежный'}, {'PUNCT': '…'}, {'PART': 'не'}, {'NOUN': 'факт'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PART': 'даже'}, {'NOUN': 'профессор'}, {'PROPN': 'макгонаголл'}, {'PUNCT': '…'}, {'PUNCT': '–'}, {'CCONJ': 'или'}, {'VERB': 'иметься'}, {'ADP': 'в'}, {'NOUN': 'вид'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'NOUN': 'тысамдолжный'}, {'VERB': 'превратиться'}, {'PUNCT': '?'}];"что; что; что; что; что";[{'SCONJ': 'что'}, {'SCONJ': 'что'}, {'PRON': 'что'}, {'SCONJ': 'что'}, {'SCONJ': 'что'}]
3570;Время вело себя крайне причудливо, исчезая громадными кусками: вроде бы только что он сидел на первом уроке, истории магии, а вот уже идет на обед… а вот (куда, скажите на милость, подевалось утро?;42;[{'NOUN': 'время'}, {'VERB': 'вести'}, {'PRON': 'себя'}, {'ADV': 'крайне'}, {'ADV': 'причудливо'}, {'PUNCT': ','}, {'VERB': 'исчезать'}, {'ADJ': 'громадный'}, {'NOUN': 'кусок'}, {'PUNCT': ':'}, {'ADV': 'вроде'}, {'PART': 'бы'}, {'PART': 'только'}, {'SCONJ': 'что'}, {'PRON': 'он'}, {'VERB': 'сидеть'}, {'ADP': 'на'}, {'ADJ': 'первый'}, {'NOUN': 'урок'}, {'PUNCT': ','}, {'NOUN': 'история'}, {'NOUN': 'магия'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PART': 'вот'}, {'ADV': 'уже'}, {'VERB': 'идти'}, {'ADP': 'на'}, {'NOUN': 'обед'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'PART': 'вот'}, {'PUNCT': '('}, {'ADV': 'куда'}, {'PUNCT': ','}, {'VERB': 'сказать'}, {'ADP': 'на'}, {'NOUN': 'милость'}, {'PUNCT': ','}, {'VERB': 'подеваться'}, {'NOUN': 'утро'}, {'PUNCT': '?'}];"что; куда";[{'SCONJ': 'что'}, {'ADV': 'куда'}]
3773;Разумеется, я не только балы посещаю, – он позволил себе легкомысленно усмехнуться, – ничего подобного, нужно заниматься делами, которые выплыли в его отсутствие, – вы слышали, что Али Башира поймали при попытке контрабандного ввоза в страну партии ковров-самолетов?;46;[{'ADV': 'разумеется'}, {'PUNCT': ','}, {'PRON': 'я'}, {'PART': 'не'}, {'PART': 'только'}, {'ADJ': 'бал'}, {'VERB': 'посещать'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'он'}, {'VERB': 'позволить'}, {'PRON': 'себя'}, {'ADV': 'легкомысленно'}, {'NOUN': 'усмехнуться'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'ничто'}, {'ADJ': 'подобный'}, {'PUNCT': ','}, {'ADJ': 'нужный'}, {'VERB': 'заниматься'}, {'NOUN': 'дело'}, {'PUNCT': ','}, {'PRON': 'который'}, {'VERB': 'выплыть'}, {'ADP': 'в'}, {'DET': 'его'}, {'NOUN': 'отсутствие'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'вы'}, {'VERB': 'слышать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'али'}, {'PROPN': 'башир'}, {'VERB': 'поймать'}, {'ADP': 'при'}, {'NOUN': 'попытка'}, {'ADJ': 'контрабандный'}, {'NOUN': 'ввоз'}, {'ADP': 'в'}, {'NOUN': 'страна'}, {'NOUN': 'партия'}, {'NOUN': 'ковер-самолет'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
3847;Пусть меня разорвет, если я знаю, куда она подевалась… она не из тех, кто, скажем, сбегает с женихом… и тем не менее… ладно, о чем это мы?;37;[{'PART': 'пусть'}, {'PRON': 'я'}, {'VERB': 'разорвать'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'я'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'ADV': 'куда'}, {'PRON': 'она'}, {'ADJ': 'подеваться'}, {'PUNCT': '…'}, {'PRON': 'она'}, {'PART': 'не'}, {'ADP': 'из'}, {'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PUNCT': ','}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'VERB': 'сбегать'}, {'ADP': 'с'}, {'NOUN': 'жених'}, {'PUNCT': '…'}, {'CCONJ': 'и'}, {'PRON': 'тот'}, {'PART': 'не'}, {'ADV': 'менее'}, {'PUNCT': '…'}, {'PART': 'ладно'}, {'PUNCT': ','}, {'ADP': 'о'}, {'PRON': 'что'}, {'PRON': 'это'}, {'PRON': 'мы'}, {'PUNCT': '?'}];"куда; кто; что";[{'ADV': 'куда'}, {'PRON': 'кто'}, {'PRON': 'что'}]
3849;Я очень переживаю… ну, что тебя против воли впихнули в этот Турнир… так что, если, – (он говорил так тихо, что Гарри пришлось наклониться ближе), – если я могу помочь… подтолкнуть в нужном направлении… я к тебе очень проникся… как ты справился с драконом, а?;59;[{'PRON': 'я'}, {'ADV': 'очень'}, {'VERB': 'переживать'}, {'PUNCT': '…'}, {'PART': 'ну'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'ты'}, {'ADP': 'против'}, {'NOUN': 'воля'}, {'NOUN': 'впихнули'}, {'ADP': 'в'}, {'DET': 'этот'}, {'PROPN': 'турнир'}, {'PUNCT': '…'}, {'ADV': 'так'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PUNCT': '('}, {'PRON': 'он'}, {'VERB': 'говорить'}, {'ADV': 'так'}, {'ADV': 'тихо'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'гарри'}, {'VERB': 'прийтись'}, {'VERB': 'наклониться'}, {'ADV': 'близкий'}, {'PUNCT': ')'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'SCONJ': 'если'}, {'PRON': 'я'}, {'VERB': 'мочь'}, {'VERB': 'помочь'}, {'PUNCT': '…'}, {'VERB': 'подтолкнуть'}, {'ADP': 'в'}, {'ADJ': 'нужный'}, {'NOUN': 'направление'}, {'PUNCT': '…'}, {'PRON': 'я'}, {'ADP': 'к'}, {'PRON': 'ты'}, {'ADV': 'очень'}, {'VERB': 'проникнуться'}, {'PUNCT': '…'}, {'SCONJ': 'как'}, {'PRON': 'ты'}, {'VERB': 'справиться'}, {'ADP': 'с'}, {'NOUN': 'дракон'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];"что; что; что; как";[{'SCONJ': 'что'}, {'SCONJ': 'что'}, {'SCONJ': 'что'}, {'SCONJ': 'как'}]
3908;Считается, будто мистер Сгорбс тяжело болен – так болен, что не смог приехать на Рождественский бал, – и что же он делает в «Хогварце» в час ночи?;33;[{'VERB': 'считаться'}, {'PUNCT': ','}, {'SCONJ': 'будто'}, {'NOUN': 'мистер'}, {'PROPN': 'сгорбс'}, {'ADV': 'тяжело'}, {'ADJ': 'больной'}, {'PUNCT': '–'}, {'ADV': 'так'}, {'ADJ': 'больной'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PART': 'не'}, {'VERB': 'смочь'}, {'VERB': 'приехать'}, {'ADP': 'на'}, {'ADJ': 'рождественский'}, {'NOUN': 'бал'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'CCONJ': 'и'}, {'PRON': 'что'}, {'PART': 'же'}, {'PRON': 'он'}, {'VERB': 'делать'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'PROPN': 'хогварц'}, {'PUNCT': '»'}, {'ADP': 'в'}, {'NOUN': 'час'}, {'NOUN': 'ночь'}, {'PUNCT': '?'}];"что; что";[{'SCONJ': 'что'}, {'PRON': 'что'}]
4014;И ондействительносказал, что не испытывал ничего подобного ни к кому другому, – Гермиона покраснела так, что Гарри физически ощущал, что от нее идет жар, – но как Рита Вритер могла услышать?;37;[{'CCONJ': 'и'}, {'VERB': 'ондействительносказать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PART': 'не'}, {'VERB': 'испытывать'}, {'PRON': 'ничто'}, {'ADJ': 'подобный'}, {'PART': 'ни'}, {'ADP': 'к'}, {'PRON': 'кто'}, {'ADJ': 'другой'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PROPN': 'гермиона'}, {'VERB': 'покраснеть'}, {'ADV': 'так'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PROPN': 'гарри'}, {'ADV': 'физически'}, {'VERB': 'ощущать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'от'}, {'PRON': 'она'}, {'VERB': 'идти'}, {'NOUN': 'жар'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'CCONJ': 'но'}, {'SCONJ': 'как'}, {'PROPN': 'рита'}, {'PROPN': 'вритер'}, {'VERB': 'мочь'}, {'VERB': 'услышать'}, {'PUNCT': '?'}];"что; кто; что; что; как";[{'SCONJ': 'что'}, {'PRON': 'кто'}, {'SCONJ': 'что'}, {'SCONJ': 'что'}, {'SCONJ': 'как'}]
4042;Разумеется, – пробормотал Сириус, меряя шагами пещеру, – разумеется, ему хотелось повесить это на кого угодно, только не на своего домового эльфа… а потом он ее уволил?;34;[{'ADV': 'разумеется'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'пробормотать'}, {'PROPN': 'сириус'}, {'PUNCT': ','}, {'VERB': 'мерить'}, {'NOUN': 'шаг'}, {'NOUN': 'пещера'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'разумеется'}, {'PUNCT': ','}, {'PRON': 'он'}, {'VERB': 'хотеться'}, {'VERB': 'повесить'}, {'PRON': 'это'}, {'ADP': 'на'}, {'PRON': 'кто'}, {'ADV': 'угодно'}, {'PUNCT': ','}, {'PART': 'только'}, {'PART': 'не'}, {'ADP': 'на'}, {'DET': 'свой'}, {'ADJ': 'домовый'}, {'NOUN': 'эльф'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'ADV': 'потом'}, {'PRON': 'он'}, {'PRON': 'она'}, {'VERB': 'уволить'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4052;Ты же видела, как он уволил преданного домового эльфа лишь за то, что из-за нее его имя опять связали со Смертным Знаком, – это тебе ни о чем не говорит?;34;[{'PRON': 'ты'}, {'PART': 'же'}, {'VERB': 'видеть'}, {'PUNCT': ','}, {'SCONJ': 'как'}, {'PRON': 'он'}, {'VERB': 'уволить'}, {'ADJ': 'преданный'}, {'ADJ': 'домовый'}, {'NOUN': 'эльф'}, {'PART': 'лишь'}, {'ADP': 'за'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'из-за'}, {'PRON': 'она'}, {'DET': 'его'}, {'NOUN': 'имя'}, {'ADV': 'опять'}, {'VERB': 'связать'}, {'ADP': 'с'}, {'PROPN': 'смертный'}, {'PROPN': 'знак'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PART': 'это'}, {'PRON': 'ты'}, {'PART': 'ни'}, {'ADP': 'о'}, {'PRON': 'что'}, {'PART': 'не'}, {'VERB': 'говорить'}, {'PUNCT': '?'}];"как; что; что";[{'SCONJ': 'как'}, {'SCONJ': 'что'}, {'PRON': 'что'}]
4201;Фудж смешался, – я лучше придержу свое мнение до тех пор, пока не осмотрю место происшествия, но, вы говорите, это неподалеку от кареты «Бэльстэка»?;32;[{'PROPN': 'фудж'}, {'X': 'смешался'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'я'}, {'ADV': 'хороший'}, {'VERB': 'придержать'}, {'DET': 'свой'}, {'NOUN': 'мнение'}, {'ADP': 'до'}, {'DET': 'тот'}, {'NOUN': 'пора'}, {'PUNCT': ','}, {'SCONJ': 'пока'}, {'PART': 'не'}, {'VERB': 'осмотреть'}, {'NOUN': 'место'}, {'NOUN': 'происшествие'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'VERB': 'говорить'}, {'PUNCT': ','}, {'PRON': 'это'}, {'ADV': 'неподалеку'}, {'ADP': 'от'}, {'NOUN': 'карета'}, {'PUNCT': '«'}, {'PROPN': 'бэльстэк'}, {'PUNCT': '»'}, {'PUNCT': '?'}];0;0
4346;Я вижу вас пред собою целыми и невредимыми, вы не растеряли колдовской силы – как быстро вы явились на зов! – и я задаюсь вопросом… как же случилось, что эти колдуны так и не пришли на помощь своему господину, которому клялись в вечной преданности?;50;[{'PRON': 'я'}, {'VERB': 'видеть'}, {'PRON': 'вы'}, {'ADV': 'пред'}, {'PRON': 'себя'}, {'NOUN': 'целое'}, {'CCONJ': 'и'}, {'ADJ': 'невредимый'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PART': 'не'}, {'VERB': 'растерять'}, {'ADJ': 'колдовской'}, {'NOUN': 'сила'}, {'PUNCT': '–'}, {'ADV': 'как'}, {'ADV': 'быстро'}, {'PRON': 'вы'}, {'VERB': 'явиться'}, {'ADP': 'на'}, {'NOUN': 'зов'}, {'PUNCT': '!'}, {'PUNCT': '–'}, {'CCONJ': 'и'}, {'PRON': 'я'}, {'VERB': 'задаваться'}, {'NOUN': 'вопрос'}, {'PUNCT': '…'}, {'ADV': 'как'}, {'PART': 'же'}, {'VERB': 'случиться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'DET': 'этот'}, {'NOUN': 'колдун'}, {'ADV': 'так'}, {'PART': 'и'}, {'PART': 'не'}, {'VERB': 'прийти'}, {'ADP': 'на'}, {'NOUN': 'помощь'}, {'DET': 'свой'}, {'NOUN': 'господин'}, {'PUNCT': ','}, {'PRON': 'который'}, {'VERB': 'клясться'}, {'ADP': 'в'}, {'ADJ': 'вечный'}, {'NOUN': 'преданность'}, {'PUNCT': '?'}];"как; как; что";[{'ADV': 'как'}, {'ADV': 'как'}, {'SCONJ': 'что'}]
4357;И все же ты не искал меня, Люциус… твои подвиги на финальном матче оказались всего лишь забавой, не более… а не стоило ли направить энергию в более продуктивное русло?;34;[{'CCONJ': 'и'}, {'PART': 'все'}, {'PART': 'же'}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'искать'}, {'PRON': 'я'}, {'PUNCT': ','}, {'PROPN': 'люциус'}, {'PUNCT': '…'}, {'DET': 'твой'}, {'NOUN': 'подвиг'}, {'ADP': 'на'}, {'ADJ': 'финальный'}, {'NOUN': 'матч'}, {'VERB': 'оказаться'}, {'PART': 'всего'}, {'PART': 'лишь'}, {'NOUN': 'забава'}, {'PUNCT': ','}, {'PART': 'не'}, {'ADV': 'более'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'PART': 'не'}, {'VERB': 'стоить'}, {'PART': 'ли'}, {'VERB': 'направить'}, {'NOUN': 'энергия'}, {'ADP': 'в'}, {'ADV': 'более'}, {'ADJ': 'продуктивный'}, {'NOUN': 'русло'}, {'PUNCT': '?'}];0;0
4361;А тут у нас, – Вольдеморт перешел к двум самым большим фигурам, чьи лица тоже были скрыты под капюшонами, – Краббе… надеюсь, на сей раз ты выступишь лучше, Краббе?;36;[{'PROPN': 'а'}, {'ADV': 'тут'}, {'ADP': 'у'}, {'PRON': 'мы'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PROPN': 'вольдеморт'}, {'VERB': 'перейти'}, {'ADP': 'к'}, {'NUM': 'два'}, {'ADJ': 'самый'}, {'ADJ': 'больший'}, {'NOUN': 'фигура'}, {'PUNCT': ','}, {'DET': 'чей'}, {'NOUN': 'лицо'}, {'ADV': 'тоже'}, {'AUX': 'быть'}, {'VERB': 'скрыть'}, {'ADP': 'под'}, {'NOUN': 'капюшон'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PROPN': 'крабба'}, {'PUNCT': '…'}, {'VERB': 'надеяться'}, {'PUNCT': ','}, {'ADP': 'на'}, {'DET': 'сей'}, {'NOUN': 'раз'}, {'PRON': 'ты'}, {'VERB': 'выступить'}, {'ADV': 'хороший'}, {'PUNCT': ','}, {'PROPN': 'крабба'}, {'PUNCT': '?'}];чей;[{'DET': 'чей'}]
4383;Если Гарри и мог в шоке выронить палочку, это должно было произойти сейчас, но инстинкт его уберег, и золотая нить осталась цела, а густо-серый призрак Седрика (но призрак ли?;35;[{'SCONJ': 'если'}, {'PROPN': 'гарри'}, {'PART': 'и'}, {'VERB': 'мочь'}, {'ADP': 'в'}, {'NOUN': 'шок'}, {'VERB': 'выронить'}, {'NOUN': 'палочка'}, {'PUNCT': ','}, {'PRON': 'это'}, {'ADJ': 'должный'}, {'AUX': 'быть'}, {'VERB': 'произойти'}, {'ADV': 'сейчас'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'NOUN': 'инстинкт'}, {'PRON': 'он'}, {'VERB': 'уберечь'}, {'PUNCT': ','}, {'CCONJ': 'и'}, {'ADJ': 'золотой'}, {'NOUN': 'нить'}, {'VERB': 'остаться'}, {'ADJ': 'целый'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADJ': 'густо-серый'}, {'NOUN': 'призрак'}, {'PROPN': 'седрик'}, {'PUNCT': '('}, {'CCONJ': 'но'}, {'NOUN': 'призрак'}, {'PART': 'ли'}, {'PUNCT': '?'}];0;0
4385;Когда связь прервется, мы сможем остаться лишь на несколько мгновений… но мы дадим тебе время… доберись до портшлюса, он возвратит тебя в «Хогварц»… ты понял, Гарри?;35;[{'SCONJ': 'когда'}, {'NOUN': 'связь'}, {'VERB': 'прерваться'}, {'PUNCT': ','}, {'PRON': 'мы'}, {'VERB': 'смочь'}, {'VERB': 'остаться'}, {'PART': 'лишь'}, {'ADP': 'на'}, {'NUM': 'несколько'}, {'NOUN': 'мгновение'}, {'PUNCT': '…'}, {'CCONJ': 'но'}, {'PRON': 'мы'}, {'VERB': 'дать'}, {'PRON': 'ты'}, {'NOUN': 'время'}, {'PUNCT': '…'}, {'VERB': 'добраться'}, {'ADP': 'до'}, {'NOUN': 'портшлюс'}, {'PUNCT': ','}, {'PRON': 'он'}, {'VERB': 'возвратить'}, {'PRON': 'ты'}, {'ADP': 'в'}, {'PUNCT': '«'}, {'PROPN': 'хогварц'}, {'PUNCT': '»'}, {'PUNCT': '…'}, {'PRON': 'ты'}, {'VERB': 'понять'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];когда;[{'SCONJ': 'когда'}]
