;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
2649;Это кто?;3;[{'PRON': 'это'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2691;Кто бы мог подумать?;5;[{'PRON': 'кто'}, {'AUX': 'бы'}, {'VERB': 'мочь'}, {'VERB': 'подумать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2698;Интересно, кто у нас будет на следующий год?;10;[{'ADJ': 'интересный'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'ADP': 'у'}, {'PRON': 'мы'}, {'VERB': 'быть'}, {'ADP': 'на'}, {'ADJ': 'следующий'}, {'NOUN': 'год'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2709;Жителей деревни волновало одно: кто убийца?;8;[{'NOUN': 'житель'}, {'NOUN': 'деревня'}, {'VERB': 'волновать'}, {'NUM': 'один'}, {'PUNCT': ':'}, {'PRON': 'кто'}, {'NOUN': 'убийца'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2711;А у кого ж еще был ключ от задней двери?;11;[{'CCONJ': 'а'}, {'ADP': 'у'}, {'PRON': 'кто'}, {'PART': 'ж'}, {'ADV': 'еще'}, {'AUX': 'быть'}, {'NOUN': 'ключ'}, {'ADP': 'от'}, {'ADJ': 'задний'}, {'NOUN': 'дверь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2726;Кто будет доить Нагини?;5;[{'PRON': 'кто'}, {'AUX': 'быть'}, {'VERB': 'доить'}, {'PROPN': 'нагини'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2760;Кто бы из его знакомых стал писать про него дяде Вернону?;12;[{'PRON': 'кто'}, {'AUX': 'бы'}, {'ADP': 'из'}, {'PRON': 'он'}, {'NOUN': 'знакомый'}, {'VERB': 'стать'}, {'VERB': 'писать'}, {'ADP': 'про'}, {'PRON': 'он'}, {'NOUN': 'дядя'}, {'PROPN': 'вернон'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2763;Кто она?;3;[{'PRON': 'кто'}, {'PRON': 'она'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2810;Он сам виноват – кто его просил это есть?;10;[{'PRON': 'он'}, {'ADJ': 'сам'}, {'ADJ': 'виноватый'}, {'PUNCT': '–'}, {'PRON': 'кто'}, {'PRON': 'он'}, {'VERB': 'просить'}, {'PRON': 'это'}, {'AUX': 'быть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2868;А вы кто?;4;[{'CCONJ': 'а'}, {'PRON': 'вы'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2923;Гарри оторвал взгляд от доски и посмотрел через плечо: кто еще сидит в Высшей ложе?;17;[{'PROPN': 'гарри'}, {'VERB': 'оторвать'}, {'NOUN': 'взгляд'}, {'ADP': 'от'}, {'NOUN': 'доска'}, {'CCONJ': 'и'}, {'VERB': 'посмотреть'}, {'ADP': 'через'}, {'NOUN': 'плечо'}, {'PUNCT': ':'}, {'PRON': 'кто'}, {'ADV': 'еще'}, {'VERB': 'сидеть'}, {'ADP': 'в'}, {'ADJ': 'высокий'}, {'NOUN': 'ложа'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2937;Давайте посмотрим, кто тут еще, – полагаю, с Артуром Уизли вы знакомы?;16;[{'VERB': 'давать'}, {'VERB': 'посмотреть'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'ADV': 'тут'}, {'ADV': 'еще'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'полагать'}, {'PUNCT': ','}, {'ADP': 'с'}, {'PROPN': 'артур'}, {'PROPN': 'уизли'}, {'PRON': 'вы'}, {'ADJ': 'знакомый'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2943;А кто это та?;5;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'PRON': 'это'}, {'DET': 'тот'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2982;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2990;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2992;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2996;Кто из вас это сделал?;6;[{'PRON': 'кто'}, {'ADP': 'из'}, {'PRON': 'вы'}, {'PRON': 'это'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
2997;Кто из вас создал Смертный Знак?;7;[{'PRON': 'кто'}, {'ADP': 'из'}, {'PRON': 'вы'}, {'VERB': 'создать'}, {'PROPN': 'смертный'}, {'PROPN': 'знак'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3004;Кто это?;3;[{'PRON': 'кто'}, {'PRON': 'это'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3007;Кто его создал?;4;[{'PRON': 'кто'}, {'PRON': 'он'}, {'VERB': 'создать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3018;Тебе известно, кто я такой?;7;[{'PRON': 'ты'}, {'ADJ': 'известный'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'я'}, {'DET': 'такой'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3032;От кого еще она могла научиться заклинанию?;8;[{'ADP': 'от'}, {'PRON': 'кто'}, {'ADV': 'еще'}, {'PRON': 'она'}, {'VERB': 'мочь'}, {'VERB': 'научиться'}, {'NOUN': 'заклинание'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3044;Кто это сделал?;4;[{'PRON': 'кто'}, {'PRON': 'это'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3048;Тех, кто создал Знак?;6;[{'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'создать'}, {'PROPN': 'знак'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3055;Кто такие Упивающиеся Смертью?;5;[{'PRON': 'кто'}, {'DET': 'такой'}, {'PROPN': 'упиваться'}, {'PROPN': 'смерть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3066;Кто написал?;3;[{'PRON': 'кто'}, {'VERB': 'написать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3097;А кто к нему залез?;6;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'ADP': 'к'}, {'PRON': 'он'}, {'VERB': 'залезть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3098;Кому нужен его двор, да еще ночью?;9;[{'PRON': 'кто'}, {'ADJ': 'нужный'}, {'DET': 'его'}, {'NOUN': 'двор'}, {'PUNCT': ','}, {'CCONJ': 'да'}, {'ADV': 'еще'}, {'NOUN': 'ночь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3101;Ни на кого не нападал?;6;[{'PART': 'ни'}, {'ADP': 'на'}, {'PRON': 'кто'}, {'PART': 'не'}, {'VERB': 'нападать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3107;Кто тут сказал «Шизоглаз»?;7;[{'PRON': 'кто'}, {'ADV': 'тут'}, {'VERB': 'сказать'}, {'PUNCT': '«'}, {'PROPN': 'шизоглаз'}, {'PUNCT': '»'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3150;Но кто же займется набором, когдаИх веку настанет конец?;11;[{'CCONJ': 'но'}, {'PRON': 'кто'}, {'PART': 'же'}, {'VERB': 'заняться'}, {'NOUN': 'набор'}, {'PUNCT': ','}, {'PROPN': 'когдаихнуть'}, {'NOUN': 'век'}, {'VERB': 'настать'}, {'NOUN': 'конец'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3182;Кто его знает, да?;6;[{'PRON': 'кто'}, {'PRON': 'он'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3191;Кто же откажется от питомца, который с одного конца жалит, с другого кусает, а с третьего – жжет?;22;[{'PRON': 'кто'}, {'PART': 'же'}, {'VERB': 'отказаться'}, {'ADP': 'от'}, {'NOUN': 'питомец'}, {'PUNCT': ','}, {'PRON': 'который'}, {'ADP': 'с'}, {'NUM': 'один'}, {'NOUN': 'конец'}, {'NOUN': 'жалить'}, {'PUNCT': ','}, {'ADP': 'с'}, {'ADJ': 'другой'}, {'VERB': 'кусать'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADP': 'с'}, {'ADJ': 'третий'}, {'PUNCT': '–'}, {'VERB': 'жечь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3234;Кто может назвать еще?;5;[{'PRON': 'кто'}, {'VERB': 'мочь'}, {'VERB': 'назвать'}, {'ADV': 'еще'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3258;А ты… давай ты получишь удар в спину от того, кого считал другом?;16;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PUNCT': '…'}, {'VERB': 'давать'}, {'PRON': 'ты'}, {'VERB': 'получить'}, {'NOUN': 'удар'}, {'ADP': 'в'}, {'NOUN': 'спина'}, {'ADP': 'от'}, {'PRON': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'считать'}, {'ADJ': 'друг'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3290;Кто вас избегает?;4;[{'PRON': 'кто'}, {'PRON': 'вы'}, {'VERB': 'избегать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3295;А кто судьи?;4;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'NOUN': 'судья'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3326;Кого еще ждут?;4;[{'PRON': 'кто'}, {'ADV': 'еще'}, {'VERB': 'ждать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3399;Есть такие, кому и правда нужно, чтобы он погиб?;12;[{'VERB': 'быть'}, {'DET': 'такой'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PART': 'и'}, {'ADV': 'правда'}, {'ADJ': 'нужный'}, {'PUNCT': ','}, {'SCONJ': 'чтобы'}, {'PRON': 'он'}, {'VERB': 'погибнуть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3430;Не в курсе, кто тебя втравил, а?;10;[{'PART': 'не'}, {'ADP': 'в'}, {'NOUN': 'курс'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'ты'}, {'VERB': 'втравить'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3478;По сравнению с кем?;5;[{'ADP': 'по'}, {'NOUN': 'сравнение'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3516;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3517;Кто здесь?;3;[{'PRON': 'кто'}, {'ADV': 'здесь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3522;Ты ведь знаешь, кто это?;7;[{'PRON': 'ты'}, {'PART': 'ведь'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'это'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3537;Он уставился на подножие лестницы – кому это пришло в голову прогуляться среди ночи?;15;[{'PRON': 'он'}, {'VERB': 'уставиться'}, {'ADP': 'на'}, {'NOUN': 'подножие'}, {'NOUN': 'лестница'}, {'PUNCT': '–'}, {'PRON': 'кто'}, {'PRON': 'это'}, {'VERB': 'прийти'}, {'ADP': 'в'}, {'NOUN': 'голова'}, {'VERB': 'прогуляться'}, {'ADP': 'среди'}, {'NOUN': 'ночь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3539;С кем это ты разговаривал?;6;[{'ADP': 'с'}, {'PRON': 'кто'}, {'PART': 'это'}, {'PRON': 'ты'}, {'VERB': 'разговаривать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3609;Вы кто?;3;[{'PRON': 'вы'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3631;И кто же мы теперь?;6;[{'CCONJ': 'и'}, {'PRON': 'кто'}, {'PART': 'же'}, {'PRON': 'мы'}, {'ADV': 'теперь'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3663;А ты уже выбрал кого?;6;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'ADV': 'уже'}, {'VERB': 'выбрать'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3671;Кого пригласишь-то, знаешь уже?;6;[{'PRON': 'кто'}, {'VERB': 'пригласить-то'}, {'PUNCT': ','}, {'VERB': 'знать'}, {'ADV': 'уже'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3676;Кому это вы все пишете, а?;8;[{'PRON': 'кто'}, {'PART': 'это'}, {'PRON': 'вы'}, {'DET': 'весь'}, {'VERB': 'писать'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3678;А сам с кем пойдешь?;6;[{'PROPN': 'а'}, {'ADJ': 'сам'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'VERB': 'пойти'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3683;Простите, с парочкой… кого?;7;[{'VERB': 'простить'}, {'PUNCT': ','}, {'ADP': 'с'}, {'NOUN': 'парочка'}, {'PUNCT': '…'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3684;То есть лучше пригласить самую симпатичную из тех, кто согласится, даже если она клиническая идиотка?;18;[{'PRON': 'тот'}, {'VERB': 'быть'}, {'ADJ': 'лучше'}, {'VERB': 'пригласить'}, {'ADJ': 'самый'}, {'ADJ': 'симпатичный'}, {'ADP': 'из'}, {'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'согласиться'}, {'PUNCT': ','}, {'PART': 'даже'}, {'SCONJ': 'если'}, {'PRON': 'она'}, {'ADJ': 'клинический'}, {'NOUN': 'идиотка'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3685;Давай договоримся – вечером мы вернемся в спальню, уже зная, с кем идем на бал, хорошо?;20;[{'VERB': 'давать'}, {'VERB': 'договориться'}, {'PUNCT': '–'}, {'NOUN': 'вечер'}, {'PRON': 'мы'}, {'VERB': 'вернуться'}, {'ADP': 'в'}, {'NOUN': 'спальня'}, {'PUNCT': ','}, {'ADV': 'уже'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'ADP': 'с'}, {'PRON': 'кто'}, {'VERB': 'идти'}, {'ADP': 'на'}, {'NOUN': 'бал'}, {'PUNCT': ','}, {'ADV': 'хорошо'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3694;А с кем ты идешь?;6;[{'CCONJ': 'а'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'PRON': 'ты'}, {'VERB': 'идти'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3700;Кстати – угадай, кого пригласил он?;8;[{'ADV': 'кстати'}, {'PUNCT': '–'}, {'NOUN': 'угадать'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'пригласить'}, {'PRON': 'он'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3702;Она просто не хотела идти с Невиллом… ну, то есть… а кто бы пошел?;18;[{'PRON': 'она'}, {'PART': 'просто'}, {'PART': 'не'}, {'VERB': 'хотеть'}, {'VERB': 'идти'}, {'ADP': 'с'}, {'PROPN': 'невилл'}, {'PUNCT': '…'}, {'PART': 'ну'}, {'PUNCT': ','}, {'PRON': 'тот'}, {'VERB': 'быть'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'PRON': 'кто'}, {'AUX': 'бы'}, {'VERB': 'пойти'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3709;И кто же ее пригласил?;6;[{'CCONJ': 'и'}, {'PRON': 'кто'}, {'PART': 'же'}, {'PRON': 'она'}, {'VERB': 'пригласить'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3715;А ты не знаешь, кто бы мог пойти с Роном?;12;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PART': 'не'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'AUX': 'бы'}, {'VERB': 'мочь'}, {'VERB': 'пойти'}, {'ADP': 'с'}, {'PROPN': 'рон'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3717;О-о-о-о… а кто?;5;[{'PROPN': 'о-о-о-о'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3722;Гермиона, а с кем ты идешь на бал?;10;[{'PROPN': 'гермиона'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'PRON': 'ты'}, {'VERB': 'идти'}, {'ADP': 'на'}, {'NOUN': 'бал'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3734;А с кем ты идешь?;6;[{'CCONJ': 'а'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'PRON': 'ты'}, {'VERB': 'идти'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3754;Кто мечтал взять у него автограф?;7;[{'PRON': 'кто'}, {'VERB': 'мечтать'}, {'VERB': 'взять'}, {'ADP': 'у'}, {'PRON': 'он'}, {'NOUN': 'автограф'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3755;У кого в спальне стоит его фигурка?;8;[{'ADP': 'у'}, {'PRON': 'кто'}, {'ADP': 'в'}, {'NOUN': 'спальня'}, {'VERB': 'стоить'}, {'DET': 'его'}, {'NOUN': 'фигурка'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3812;А вы кто?;4;[{'CCONJ': 'а'}, {'PRON': 'вы'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3855;Кому сдалось помогать Диггори?;5;[{'PRON': 'кто'}, {'VERB': 'сдаться'}, {'VERB': 'помогать'}, {'PROPN': 'диггори'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3872;Кто скрывается за грудой мускулов?;6;[{'PRON': 'кто'}, {'VERB': 'скрываться'}, {'ADP': 'за'}, {'NOUN': 'груда'}, {'NOUN': 'мускул'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3875;Вы мерзавка, – процедила она, – вам ведь все равно, вы за статью кого угодно продадите, да?;22;[{'PRON': 'вы'}, {'VERB': 'мерзавка'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'процедить'}, {'PRON': 'она'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'вы'}, {'PART': 'ведь'}, {'PRON': 'весь'}, {'ADJ': 'равный'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'ADP': 'за'}, {'NOUN': 'статья'}, {'PRON': 'кто'}, {'ADV': 'угодно'}, {'VERB': 'продать'}, {'PUNCT': ','}, {'PART': 'да'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3882;Забаррикадироваться в кабинете и ни с кем не разговаривать?;10;[{'VERB': 'забаррикадироваться'}, {'ADP': 'в'}, {'NOUN': 'кабинет'}, {'CCONJ': 'и'}, {'PART': 'ни'}, {'ADP': 'с'}, {'PRON': 'кто'}, {'PART': 'не'}, {'VERB': 'разговаривать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3897;Э-э-э… это кто же такие?;7;[{'PROPN': 'э-э-э'}, {'PUNCT': '…'}, {'PART': 'это'}, {'PRON': 'кто'}, {'PART': 'же'}, {'DET': 'такой'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3898;Миртл… кто кроме гигантского кальмара живет в озере?;10;[{'PROPN': 'миртл'}, {'PUNCT': '…'}, {'PRON': 'кто'}, {'ADP': 'кроме'}, {'ADJ': 'гигантский'}, {'NOUN': 'кальмар'}, {'VERB': 'жить'}, {'ADP': 'в'}, {'NOUN': 'озеро'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3931;Поттер, – медленно проговорил он, – а ты случайно не видел, кто вломился в кабинет к Злею?;21;[{'PROPN': 'поттер'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADV': 'медленно'}, {'VERB': 'проговорить'}, {'PRON': 'он'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'CCONJ': 'а'}, {'PRON': 'ты'}, {'ADV': 'случайно'}, {'PART': 'не'}, {'VERB': 'видеть'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'вломиться'}, {'ADP': 'в'}, {'NOUN': 'кабинет'}, {'ADP': 'к'}, {'PROPN': 'злеть'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
3966;Кому это надо?;4;[{'PRON': 'кто'}, {'PRON': 'это'}, {'ADV': 'надо'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4031;Ты думаешь, тот, кто создал Знак, украл мою палочку еще в Высшей ложе?;17;[{'PRON': 'ты'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'VERB': 'создать'}, {'PROPN': 'знак'}, {'PUNCT': ','}, {'VERB': 'украсть'}, {'DET': 'мой'}, {'NOUN': 'палочка'}, {'ADV': 'еще'}, {'ADP': 'в'}, {'ADJ': 'высокий'}, {'NOUN': 'ложа'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4032;Кто еще сидел сзади тебя?;6;[{'PRON': 'кто'}, {'ADV': 'еще'}, {'VERB': 'сидеть'}, {'ADV': 'сзади'}, {'PRON': 'ты'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4089;Кого нету?;3;[{'PRON': 'кто'}, {'VERB': 'нету'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4128;Вы… кто?;4;[{'PRON': 'вы'}, {'PUNCT': '…'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4164;Кого вы шантажируете?;4;[{'PRON': 'кто'}, {'PRON': 'вы'}, {'VERB': 'шантажировать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4222;Присяжные, будьте добры, поднимите руки… кто затюремное заключение?;12;[{'ADJ': 'присяжный'}, {'PUNCT': ','}, {'AUX': 'быть'}, {'ADJ': 'добрый'}, {'PUNCT': ','}, {'VERB': 'поднять'}, {'NOUN': 'рука'}, {'PUNCT': '…'}, {'PRON': 'кто'}, {'VERB': 'затюремный'}, {'NOUN': 'заключение'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4230;Вы знаете, кто такой Червехвост?;7;[{'PRON': 'вы'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'DET': 'такой'}, {'PROPN': 'червехвост'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4260;Кому нужны эти предубеждения?;5;[{'PRON': 'кто'}, {'ADJ': 'нужный'}, {'DET': 'этот'}, {'NOUN': 'предубеждение'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4351;Кому же?;3;[{'PRON': 'кто'}, {'PART': 'же'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4416;Тех, кто не был в Азкабане?;8;[{'DET': 'тот'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PART': 'не'}, {'AUX': 'быть'}, {'ADP': 'в'}, {'PROPN': 'азкабан'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4423;А кто поместил в Кубок заявку от твоего имени и от другой школы?;14;[{'CCONJ': 'а'}, {'PRON': 'кто'}, {'VERB': 'поместить'}, {'ADP': 'в'}, {'PROPN': 'кубок'}, {'NOUN': 'заявка'}, {'ADP': 'от'}, {'DET': 'твой'}, {'NOUN': 'имя'}, {'CCONJ': 'и'}, {'ADP': 'от'}, {'ADJ': 'другой'}, {'NOUN': 'школа'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4425;Я. Кто надоумил Огрида показать тебе драконов?;9;[{'PRON': 'я'}, {'PUNCT': '.'}, {'PRON': 'кто'}, {'VERB': 'надоумить'}, {'PROPN': 'огрид'}, {'VERB': 'показать'}, {'PRON': 'ты'}, {'NOUN': 'дракон'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4504;Кто там?;3;[{'PRON': 'кто'}, {'ADV': 'там'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4505;С кем?;3;[{'ADP': 'с'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4511;Ну а сейчас… кто хочет глянуть на последнего дракла?;11;[{'PART': 'ну'}, {'CCONJ': 'а'}, {'ADV': 'сейчас'}, {'PUNCT': '…'}, {'PRON': 'кто'}, {'VERB': 'хотеть'}, {'VERB': 'глянуть'}, {'ADP': 'на'}, {'ADJ': 'последний'}, {'NOUN': 'дракл'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4534;Кого вы шантажировали?;4;[{'PRON': 'кто'}, {'PRON': 'вы'}, {'VERB': 'шантажировать'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4584;Ладно, лучше расскажи, кого вы отметелили сегодня?;10;[{'PART': 'ладно'}, {'PUNCT': ','}, {'ADV': 'хороший'}, {'VERB': 'рассказать'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PRON': 'вы'}, {'VERB': 'отметелить'}, {'ADV': 'сегодня'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4601;Кто такой Седрик?;4;[{'PRON': 'кто'}, {'DET': 'такой'}, {'PROPN': 'седрик'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4619;Конечно, я знаю Думбльдора, кто же не знает Думбльдора?;12;[{'ADV': 'конечно'}, {'PUNCT': ','}, {'PRON': 'я'}, {'VERB': 'знать'}, {'PROPN': 'думбльдор'}, {'PUNCT': ','}, {'PRON': 'кто'}, {'PART': 'же'}, {'PART': 'не'}, {'VERB': 'знать'}, {'PROPN': 'думбльдор'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4648;Кто это был, сынок?;6;[{'PRON': 'кто'}, {'PRON': 'это'}, {'AUX': 'быть'}, {'PUNCT': ','}, {'VERB': 'сынок'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4661;От кого вообще эти проклятущие совы?;7;[{'ADP': 'от'}, {'PRON': 'кто'}, {'ADV': 'вообще'}, {'DET': 'этот'}, {'ADJ': 'проклятущий'}, {'NOUN': 'сова'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4673;Де… кто?;4;[{'PART': 'де'}, {'PUNCT': '…'}, {'PRON': 'кто'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
4675;И кто это такие, дементоры?;7;[{'CCONJ': 'и'}, {'PRON': 'кто'}, {'PRON': 'это'}, {'DET': 'такой'}, {'PUNCT': ','}, {'ADJ': 'дементор'}, {'PUNCT': '?'}];кто;[{'PRON': 'кто'}]
