;Natasha_no_hyphen1;Tokens;Lemmas;wh_words;wh_dicts
878;Авыоткуда знаете, что они не пишут?;8;[{'VERB': 'авыоткуда'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'они'}, {'PART': 'не'}, {'VERB': 'писать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
882;Пришлют кого-нибудь узнать, что с ним случилось?;9;[{'VERB': 'прислать'}, {'PRON': 'кто-нибудь'}, {'VERB': 'узнать'}, {'PUNCT': ','}, {'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'он'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
885;Что с тобой случилось?;5;[{'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
890;Ну, так что за дела?;7;[{'PART': 'ну'}, {'PUNCT': ','}, {'ADV': 'так'}, {'SCONJ': 'что'}, {'ADP': 'за'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
891;Что с тобой приключилось?;5;[{'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'VERB': 'приключиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
898;А что?;3;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
903;А ваш отец знает, что вы взяли машину?;10;[{'CCONJ': 'а'}, {'DET': 'ваш'}, {'NOUN': 'отец'}, {'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'вы'}, {'VERB': 'взять'}, {'NOUN': 'машина'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
904;А что он делает в министерстве?;7;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PRON': 'он'}, {'VERB': 'делать'}, {'ADP': 'в'}, {'NOUN': 'министерство'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
906;А что случилось?;4;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
916;Что ты на это скажешь, а?;8;[{'PRON': 'что'}, {'PRON': 'ты'}, {'ADP': 'на'}, {'PRON': 'это'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
923;А сегодня что будете делать?;6;[{'CCONJ': 'а'}, {'ADV': 'сегодня'}, {'PRON': 'что'}, {'AUX': 'быть'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
929;Кружаная мука гораздо быстрее, милый, но, батюшки мои, что же делать, если ты ни разу ею не пользовался?;24;[{'ADJ': 'кружаный'}, {'NOUN': 'мука'}, {'ADV': 'гораздо'}, {'ADV': 'быстрый'}, {'PUNCT': ','}, {'ADJ': 'милый'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'PUNCT': ','}, {'NOUN': 'батюшка'}, {'DET': 'мой'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PART': 'же'}, {'VERB': 'делать'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'ты'}, {'PART': 'ни'}, {'NOUN': 'раз'}, {'PRON': 'она'}, {'PART': 'не'}, {'VERB': 'пользоваться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
930;Нужного чего?;3;[{'ADJ': 'нужный'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
931;Но, дорогой, если он вдруг потеряется, что мы скажем его дяде и тете?;17;[{'CCONJ': 'но'}, {'PUNCT': ','}, {'ADJ': 'дорогой'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'он'}, {'ADV': 'вдруг'}, {'VERB': 'потеряться'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'мы'}, {'VERB': 'сказать'}, {'PRON': 'он'}, {'NOUN': 'дядя'}, {'CCONJ': 'и'}, {'NOUN': 'тетя'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
933;Чем могу служить?;4;[{'PRON': 'что'}, {'VERB': 'мочь'}, {'VERB': 'служить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
937;Что это?;3;[{'PRON': 'что'}, {'PRON': 'это'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
939;Чего это ты тут ошиваешься?;6;[{'PRON': 'что'}, {'PART': 'это'}, {'PRON': 'ты'}, {'ADV': 'тут'}, {'VERB': 'ошиваться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
941;А ты чего в одиночку разгуливаешь?;7;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'ADP': 'в'}, {'NOUN': 'одиночка'}, {'VERB': 'разгуливать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
943;Что у тебя с очками?;6;[{'SCONJ': 'что'}, {'ADP': 'у'}, {'PRON': 'ты'}, {'ADP': 'с'}, {'NOUN': 'очко'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
949;А это что у вас такое?;7;[{'CCONJ': 'а'}, {'PRON': 'это'}, {'SCONJ': 'что'}, {'ADP': 'у'}, {'PRON': 'вы'}, {'DET': 'такой'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
953;Что, не ожидал встретить здесь Гарри?;8;[{'PRON': 'что'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'ожидать'}, {'VERB': 'встретить'}, {'ADV': 'здесь'}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
954;Что вы тут стоите?;5;[{'SCONJ': 'что'}, {'PRON': 'вы'}, {'ADV': 'тут'}, {'VERB': 'стоить'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
958;Тихо, мужики, вы чего?;7;[{'ADV': 'тихо'}, {'PUNCT': ','}, {'NOUN': 'мужик'}, {'PUNCT': ','}, {'PRON': 'вы'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
959;Ну ты чего, Артур?;6;[{'PART': 'ну'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PROPN': 'артур'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
960;Чего взъерепенился?;3;[{'PRON': 'что'}, {'NOUN': 'взъерепениться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
962;Дау них же нутро гнилое, у всей семейки… чего их слушать-то?;14;[{'PROPN': 'дау'}, {'PRON': 'они'}, {'PART': 'же'}, {'NOUN': 'нутро'}, {'NOUN': 'гнилой'}, {'PUNCT': ','}, {'ADP': 'у'}, {'DET': 'весь'}, {'NOUN': 'семейка'}, {'PUNCT': '…'}, {'PRON': 'что'}, {'PRON': 'они'}, {'VERB': 'слушать-то'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
966;Что за трам-та-ра-рам-там-там?;4;[{'PRON': 'что'}, {'ADP': 'за'}, {'NOUN': 'трам-та-ра-рам-там-т'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
968;А что, если мама с папой не смогут пройти к нам?;13;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'NOUN': 'мама'}, {'ADP': 'с'}, {'NOUN': 'папа'}, {'PART': 'не'}, {'VERB': 'смочь'}, {'VERB': 'пройти'}, {'ADP': 'к'}, {'PRON': 'мы'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
970;Что же делать?;4;[{'PRON': 'что'}, {'PART': 'же'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
971;Что машина?;3;[{'SCONJ': 'что'}, {'NOUN': 'машина'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
977;А теперь что?;4;[{'CCONJ': 'а'}, {'ADV': 'теперь'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
980;Что с тобой?;4;[{'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
981;Что это там?;4;[{'PRON': 'что'}, {'PRON': 'это'}, {'ADV': 'там'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
985;Что вы сделали с машиной?;6;[{'PRON': 'что'}, {'PRON': 'вы'}, {'VERB': 'сделать'}, {'ADP': 'с'}, {'NOUN': 'машина'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
990;О чем вы, Уизли?;6;[{'ADP': 'о'}, {'PRON': 'что'}, {'PRON': 'вы'}, {'PUNCT': ','}, {'PROPN': 'уизли'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
998;Что жмы-тоне полетели на машине?;6;[{'SCONJ': 'что'}, {'NOUN': 'жмы-тон'}, {'VERB': 'полететь'}, {'ADP': 'на'}, {'NOUN': 'машина'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
999;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1000;Что такое вопиллер?;4;[{'PRON': 'что'}, {'DET': 'такой'}, {'NOUN': 'вопиллер'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1013;А что у нас после обеда?;7;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'ADP': 'у'}, {'PRON': 'мы'}, {'ADP': 'после'}, {'NOUN': 'обед'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1023;Чему тут завидовать?;4;[{'PRON': 'что'}, {'ADV': 'тут'}, {'VERB': 'завидовать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1043;Правда, что там четыре мяча?;7;[{'ADV': 'правда'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADV': 'там'}, {'NUM': 'четыре'}, {'NOUN': 'мяч'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1045;А остальные мячи для чего?;6;[{'PROPN': 'а'}, {'ADJ': 'остальной'}, {'NOUN': 'мяч'}, {'ADP': 'для'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1048;Наконец-то, Гарри, что так долго?;8;[{'ADV': 'наконец-то'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADV': 'так'}, {'ADV': 'долго'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1053;Что это там щелкает?;5;[{'PRON': 'что'}, {'PRON': 'это'}, {'ADV': 'там'}, {'ADV': 'щелкает'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1055;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1062;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1067;Что случилось, Гарри?;5;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1068;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1072;Чего от тебя хотел Чаруальд?;6;[{'PRON': 'что'}, {'ADP': 'от'}, {'PRON': 'ты'}, {'VERB': 'хотеть'}, {'PROPN': 'чаруальда'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1077;Чем же ты их подкармливаешь, Огрид?;8;[{'PRON': 'что'}, {'PART': 'же'}, {'PRON': 'ты'}, {'PRON': 'они'}, {'NOUN': 'подкармливать'}, {'PUNCT': ','}, {'PROPN': 'огрид'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1079;А что надо делать, профессор?;7;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'ADV': 'надо'}, {'VERB': 'делать'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1082;Что это за голос?;5;[{'PRON': 'что'}, {'PRON': 'это'}, {'ADP': 'за'}, {'NOUN': 'голос'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1085;О чем ты?;4;[{'ADP': 'о'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1087;А Чаруальд сказал, что ничего не слышит?;9;[{'PROPN': 'а'}, {'PROPN': 'чаруальда'}, {'VERB': 'сказать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'ничто'}, {'PART': 'не'}, {'VERB': 'слышать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1091;Ну а что с тобой, Гарри?;8;[{'PART': 'ну'}, {'CCONJ': 'а'}, {'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1096;По мнению окружающих, то, что вы делаете волшебной палочкой, – топорная работа?;16;[{'ADP': 'по'}, {'NOUN': 'мнение'}, {'NOUN': 'окружающие'}, {'PUNCT': ','}, {'PRON': 'тот'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'вы'}, {'VERB': 'делать'}, {'ADJ': 'волшебный'}, {'NOUN': 'палочка'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'ADJ': 'топорный'}, {'NOUN': 'работа'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1098;Он что, не настоящий колдун?;7;[{'PRON': 'он'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'PART': 'не'}, {'ADJ': 'настоящий'}, {'NOUN': 'колдун'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1107;Это что,музыка?;5;[{'PRON': 'это'}, {'PRON': 'что'}, {'PUNCT': ','}, {'NOUN': 'музыка'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1122;Гарри, что ты?;5;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1125;Гарри, объясни, в конце концов, что за дела?;12;[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'ADV': 'объясни'}, {'PUNCT': ','}, {'ADP': 'в'}, {'NOUN': 'конец'}, {'NOUN': 'конец'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'за'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1126;А что это там… висит?;7;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PRON': 'это'}, {'ADV': 'там'}, {'PUNCT': '…'}, {'VERB': 'висеть'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1128;Что случилось?;3;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1129;Что с миссис Норрис?;5;[{'PRON': 'что'}, {'ADP': 'с'}, {'NOUN': 'миссис'}, {'PROPN': 'норрис'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1140;Что бы это значило?;5;[{'PRON': 'что'}, {'AUX': 'бы'}, {'PRON': 'это'}, {'VERB': 'значить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1141;И что еще за штука – швах?;8;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'ADV': 'еще'}, {'ADP': 'за'}, {'NOUN': 'штука'}, {'PUNCT': '–'}, {'NOUN': 'шов'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1144;А что за легенда?;5;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'ADP': 'за'}, {'NOUN': 'легенда'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1147;Сэр, а что конкретно вы подразумевали под «сокрытым в ней ужасом»?;15;[{'PROPN': 'сэр'}, {'PUNCT': ','}, {'CCONJ': 'а'}, {'PRON': 'что'}, {'ADV': 'конкретно'}, {'PRON': 'вы'}, {'VERB': 'подразумевать'}, {'ADP': 'под'}, {'PUNCT': '«'}, {'VERB': 'сокрыть'}, {'ADP': 'в'}, {'PRON': 'она'}, {'NOUN': 'ужас'}, {'PUNCT': '»'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1148;И что же говорит о тебе мальчик из его класса?;11;[{'CCONJ': 'и'}, {'PRON': 'что'}, {'PART': 'же'}, {'VERB': 'говорить'}, {'ADP': 'о'}, {'PRON': 'ты'}, {'NOUN': 'мальчик'}, {'ADP': 'из'}, {'DET': 'его'}, {'NOUN': 'класс'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1149;Тыправдадумаешь, что Тайная комната существует?;7;[{'PROPN': 'тыправдадумать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADJ': 'тайный'}, {'NOUN': 'комната'}, {'VERB': 'существовать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1154;Ты что?;3;[{'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1157;Что еще?;3;[{'PRON': 'что'}, {'ADV': 'еще'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1159;Что это вы шепчетесь?;5;[{'PRON': 'что'}, {'PRON': 'это'}, {'PRON': 'вы'}, {'VERB': 'шептаться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1162;Что вы там?;4;[{'PRON': 'что'}, {'PRON': 'вы'}, {'ADV': 'там'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1170;А что?;3;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1173;А это что?;4;[{'CCONJ': 'а'}, {'PRON': 'это'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1185;Нам что, взламывать кабинет Злея?;7;[{'PRON': 'мы'}, {'SCONJ': 'что'}, {'PUNCT': ','}, {'VERB': 'взламывать'}, {'NOUN': 'кабинет'}, {'PROPN': 'злея'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1190;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1191;В чем дело?;4;[{'ADP': 'в'}, {'PRON': 'что'}, {'NOUN': 'дело'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1193;Ты что, того?;5;[{'PRON': 'ты'}, {'PRON': 'что'}, {'PUNCT': ','}, {'PRON': 'тот'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1200;Ну, что ты теперь скажешь про Чаруальда, Гермиона?;11;[{'PART': 'ну'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'ты'}, {'ADV': 'теперь'}, {'VERB': 'сказать'}, {'ADP': 'про'}, {'PROPN': 'чаруальд'}, {'PUNCT': ','}, {'PROPN': 'гермиона'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1205;Что ты здесь делаешь?;5;[{'PRON': 'что'}, {'PRON': 'ты'}, {'ADV': 'здесь'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1211;Что значит Нападалы будет достаточно?;6;[{'PRON': 'что'}, {'VERB': 'значить'}, {'PROPN': 'нападалы'}, {'AUX': 'быть'}, {'ADV': 'достаточно'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1220;Я же не муглорожденный, мне-то она чем угрожает?;10;[{'PRON': 'я'}, {'PART': 'же'}, {'PART': 'не'}, {'VERB': 'муглородить'}, {'PUNCT': ','}, {'PART': 'мне-то'}, {'PRON': 'она'}, {'PRON': 'что'}, {'VERB': 'угрожать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1224;Что случилось?;3;[{'PRON': 'что'}, {'VERB': 'случиться'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1227;Что все это значит, Альбус?;7;[{'PRON': 'что'}, {'DET': 'весь'}, {'PRON': 'это'}, {'VERB': 'значить'}, {'PUNCT': ','}, {'PROPN': 'альбус'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1231;Знаешь, что я думаю?;6;[{'VERB': 'знать'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PRON': 'я'}, {'VERB': 'думать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1235;Знаешь что?;3;[{'VERB': 'знать'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1236;Что он может сделать?;5;[{'PRON': 'что'}, {'PRON': 'он'}, {'VERB': 'мочь'}, {'VERB': 'сделать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1250;Что делать?;3;[{'PRON': 'что'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1252;Ты что затеял?;4;[{'PRON': 'ты'}, {'PRON': 'что'}, {'VERB': 'затеять'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1255;Боа-констриктор сказал тебе, что не бывал в Бразилии?;10;[{'PROPN': 'боа-констриктор'}, {'VERB': 'сказать'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PART': 'не'}, {'VERB': 'бывать'}, {'ADP': 'в'}, {'PROPN': 'бразилия'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1256;Ну и что с того?;6;[{'PART': 'ну'}, {'CCONJ': 'и'}, {'PRON': 'что'}, {'ADP': 'с'}, {'DET': 'тот'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1257;Что плохо?;3;[{'PRON': 'что'}, {'ADJ': 'плохой'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1258;Что с вами со всеми?;6;[{'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'вы'}, {'ADP': 'с'}, {'PRON': 'весь'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1259;А, вот что ты ей сказал?;8;[{'PROPN': 'а'}, {'PUNCT': ','}, {'PART': 'вот'}, {'PRON': 'что'}, {'PRON': 'ты'}, {'PRON': 'она'}, {'VERB': 'сказать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1261;Казалось-то, что ты ее натравливаешь… это было страшно, понимаешь?;13;[{'PROPN': 'казаться-то'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'ты'}, {'PRON': 'она'}, {'VERB': 'натравливать'}, {'PUNCT': '…'}, {'PRON': 'это'}, {'AUX': 'быть'}, {'ADJ': 'страшный'}, {'PUNCT': ','}, {'VERB': 'понимать'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1264;Что тут плохого?;4;[{'PRON': 'что'}, {'ADV': 'тут'}, {'ADJ': 'плохой'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1267;«Между прочим, – сказал противный тихий голос у него в голове, – Шляпа-Распредельницасобираласьотправить тебя в “Слизерин”, не помнишь, что ли?»;29;[{'PUNCT': '«'}, {'ADP': 'между'}, {'PRON': 'прочее'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'сказать'}, {'ADJ': 'противный'}, {'ADJ': 'тихий'}, {'NOUN': 'голос'}, {'ADP': 'у'}, {'PRON': 'он'}, {'ADP': 'в'}, {'NOUN': 'голова'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'NOUN': 'шляпа-распредельницасобираласьотправить'}, {'PRON': 'ты'}, {'ADP': 'в'}, {'PUNCT': '“'}, {'PROPN': 'слизерин'}, {'PUNCT': '”'}, {'PUNCT': ','}, {'PART': 'не'}, {'VERB': 'помнить'}, {'PUNCT': ','}, {'PRON': 'что'}, {'PART': 'ли'}, {'PUNCT': '?'}, {'PUNCT': '»'}];что;[{'PRON': 'что'}]
1269;Значит, ты уверен, что это Поттер, Эрни?;11;[{'VERB': 'значить'}, {'PUNCT': ','}, {'PRON': 'ты'}, {'ADJ': 'уверенный'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'PROPN': 'поттер'}, {'PUNCT': ','}, {'PROPN': 'эрня'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1272;Помните, что было написано на стене?;8;[{'VERB': 'помнить'}, {'PUNCT': ','}, {'PRON': 'что'}, {'AUX': 'быть'}, {'VERB': 'написать'}, {'ADP': 'на'}, {'NOUN': 'стена'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1273;Что дальше?;3;[{'PRON': 'что'}, {'ADV': 'далекий'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1282;А ты что тут делаешь?;6;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'ADV': 'тут'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1286;Чем это мы занимаемся?;5;[{'PRON': 'что'}, {'PRON': 'это'}, {'PRON': 'мы'}, {'VERB': 'заниматься'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1287;Чего шныряем?;3;[{'PRON': 'что'}, {'NOUN': 'шнырять'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1291;Вы и не думали, что это я, профессор?;11;[{'PRON': 'вы'}, {'PART': 'и'}, {'PART': 'не'}, {'VERB': 'думать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'PRON': 'это'}, {'PRON': 'я'}, {'PUNCT': ','}, {'NOUN': 'профессор'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
1303;А теперь что?;4;[{'CCONJ': 'а'}, {'ADV': 'теперь'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1306;Гермиона, что с тобой?;6;[{'PROPN': 'гермиона'}, {'PUNCT': ','}, {'PRON': 'что'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1308;А что?;3;[{'CCONJ': 'а'}, {'PRON': 'что'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1313;А ты что здесь делаешь?;6;[{'CCONJ': 'а'}, {'PRON': 'ты'}, {'PRON': 'что'}, {'ADV': 'здесь'}, {'VERB': 'делать'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1316;Что ты здесь забыл, Уизли?;7;[{'PRON': 'что'}, {'PRON': 'ты'}, {'ADV': 'здесь'}, {'VERB': 'забыть'}, {'PUNCT': ','}, {'PROPN': 'уизли'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1320;Что это с тобой, Краббе?;7;[{'PRON': 'что'}, {'PRON': 'это'}, {'ADP': 'с'}, {'PRON': 'ты'}, {'PUNCT': ','}, {'PROPN': 'крабба'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1323;Да что с вамипроисходит?;5;[{'CCONJ': 'да'}, {'PRON': 'что'}, {'ADP': 'с'}, {'NOUN': 'вамипроисходить'}, {'PUNCT': '?'}];что;[{'PRON': 'что'}]
1329;Знаете, что в нашем особняке на той неделе был обыск?;12;[{'VERB': 'знать'}, {'PUNCT': ','}, {'SCONJ': 'что'}, {'ADP': 'в'}, {'DET': 'наш'}, {'NOUN': 'особняк'}, {'ADP': 'на'}, {'DET': 'тот'}, {'NOUN': 'неделя'}, {'VERB': 'быть'}, {'NOUN': 'обыск'}, {'PUNCT': '?'}];что;[{'SCONJ': 'что'}]
