Unnamed: 0,Natasha_no_hyphen1,Tokens,Lemmas,wh_words,wh_dicts,annotation
8170,Зачем ты ее передразнивал?,5,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'PRON': 'она'}, {'VERB': 'передразнивать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8354,"А зачем проникать в глубины Морфинова сознания, если тот уже признался?",13,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'VERB': 'проникать'}, {'ADP': 'в'}, {'NOUN': 'глубина'}, {'ADJ': 'морфинов'}, {'NOUN': 'сознание'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'DET': 'тот'}, {'ADV': 'уже'}, {'VERB': 'признаться'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8365,Но зачем?,3,"[{'CCONJ': 'но'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8367,"Наверное, это из высшей черной магии, иначе зачем они Вольдеморту?",13,"[{'ADV': 'наверное'}, {'PUNCT': ','}, {'PRON': 'это'}, {'ADP': 'из'}, {'ADJ': 'высокий'}, {'ADJ': 'черный'}, {'NOUN': 'магия'}, {'PUNCT': ','}, {'CCONJ': 'иначе'}, {'ADV': 'зачем'}, {'PRON': 'они'}, {'PROPN': 'вольдеморт'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8383,"Спрашивается, зачем вообще писали?",6,"[{'ADV': 'спрашивается'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'ADV': 'вообще'}, {'VERB': 'писать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8416,Зачем она там?,4,"[{'ADV': 'зачем'}, {'PRON': 'она'}, {'ADV': 'там'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8430,"Мог, – сказал Гарри, – но зачем?",10,"[{'VERB': 'мочь'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'сказать'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'CCONJ': 'но'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],2
8433,Зачем Дивангарду травить Гарри?,5,"[{'ADV': 'зачем'}, {'PROPN': 'дивангарда'}, {'VERB': 'травить'}, {'PROPN': 'гарри'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8552,Зачем он вернулся?,4,"[{'PROPN': 'зачем'}, {'PRON': 'он'}, {'VERB': 'вернуться'}, {'PUNCT': '?'}]",зачем,[{'PROPN': 'зачем'}],0
8604,А зачем тебе к нему?,6,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PRON': 'ты'}, {'ADP': 'к'}, {'PRON': 'он'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8656,"Однако зачем ты здесь, Гарри?",7,"[{'ADV': 'однако'}, {'ADV': 'зачем'}, {'PRON': 'ты'}, {'ADV': 'здесь'}, {'PUNCT': ','}, {'PROPN': 'гарри'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8856,Но… э-э… а носки мне зачем?,9,"[{'CCONJ': 'но'}, {'PUNCT': '…'}, {'VERB': 'э-э'}, {'PUNCT': '…'}, {'CCONJ': 'а'}, {'NOUN': 'носок'}, {'PRON': 'я'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
8904,"Так вот зачем он здесь – чтобы насильно вливать в Думбльдора зелье, которое может причинить невыносимую боль?",19,"[{'ADV': 'так'}, {'PART': 'вот'}, {'ADV': 'зачем'}, {'PRON': 'он'}, {'ADV': 'здесь'}, {'PUNCT': '–'}, {'SCONJ': 'чтобы'}, {'ADV': 'насильно'}, {'VERB': 'вливать'}, {'ADP': 'в'}, {'PROPN': 'думбльдор'}, {'NOUN': 'зелье'}, {'PUNCT': ','}, {'PRON': 'который'}, {'VERB': 'мочь'}, {'VERB': 'причинить'}, {'ADJ': 'невыносимый'}, {'NOUN': 'боль'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],1
8997,Зачем ты так говоришь?,5,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'ADV': 'так'}, {'VERB': 'говорить'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
9143,Зачем мне ваш?,4,"[{'ADV': 'зачем'}, {'PRON': 'я'}, {'DET': 'ваш'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
9318,Действительно – зачем говорить людям правду?,7,"[{'ADV': 'действительно'}, {'PUNCT': '–'}, {'ADV': 'зачем'}, {'VERB': 'говорить'}, {'NOUN': 'человек'}, {'NOUN': 'правда'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
9322,Зачем прибираться в моей комнате?,6,"[{'ADV': 'зачем'}, {'VERB': 'прибираться'}, {'ADP': 'в'}, {'DET': 'мой'}, {'NOUN': 'комната'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
9327,А зачем тебе вообще книги?,6,"[{'CCONJ': 'а'}, {'ADV': 'зачем'}, {'PRON': 'ты'}, {'ADV': 'вообще'}, {'NOUN': 'книга'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
9425,Зачем Думбльдор оставил тебе этот мяч?,7,"[{'PROPN': 'зачем'}, {'PROPN': 'думбльдор'}, {'VERB': 'оставить'}, {'PRON': 'ты'}, {'DET': 'этот'}, {'NOUN': 'мяч'}, {'PUNCT': '?'}]",зачем,[{'PROPN': 'зачем'}],0
9454,Зачем он завещал Гарри меч?,6,"[{'PROPN': 'зачем'}, {'PRON': 'он'}, {'VERB': 'завещать'}, {'PROPN': 'гарри'}, {'NOUN': 'меч'}, {'PUNCT': '?'}]",зачем,[{'PROPN': 'зачем'}],0
9614,Зачем Думбльдору понадобился плащ-невидимка?,5,"[{'PROPN': 'зачем'}, {'PROPN': 'думбльдор'}, {'VERB': 'понадобиться'}, {'NOUN': 'плащ-невидимка'}, {'PUNCT': '?'}]",зачем,[{'PROPN': 'зачем'}],0
9630,"Зачем, если он сам был членом Ордена?",9,"[{'ADV': 'зачем'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'PRON': 'он'}, {'ADJ': 'сам'}, {'AUX': 'быть'}, {'NOUN': 'член'}, {'PROPN': 'орден'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
9698,"По сути, он и есть министр, но зачем ему сидеть в кресле?",15,"[{'ADP': 'по'}, {'NOUN': 'суть'}, {'PUNCT': ','}, {'PRON': 'он'}, {'PART': 'и'}, {'AUX': 'быть'}, {'NOUN': 'министр'}, {'PUNCT': ','}, {'CCONJ': 'но'}, {'ADV': 'зачем'}, {'PRON': 'он'}, {'VERB': 'сидеть'}, {'ADP': 'в'}, {'NOUN': 'кресло'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
9772,"Если есть один мастер, зачем второй?",8,"[{'SCONJ': 'если'}, {'VERB': 'быть'}, {'NUM': 'один'}, {'NOUN': 'мастер'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'ADJ': 'второй'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
9934,Меч-то им зачем понадобился?,5,"[{'PROPN': 'меч-то'}, {'PRON': 'они'}, {'ADV': 'зачем'}, {'VERB': 'понадобиться'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10046,Зачем это здесь?,4,"[{'ADV': 'зачем'}, {'PRON': 'это'}, {'ADV': 'здесь'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10077,"Гарри, зачем тебе?",5,"[{'PROPN': 'гарри'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'PRON': 'ты'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10142,Зачем же она привела его сюда?,7,"[{'ADV': 'зачем'}, {'PART': 'же'}, {'PRON': 'она'}, {'VERB': 'привести'}, {'PRON': 'он'}, {'ADV': 'сюда'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10172,Зачем ты вернулся?,4,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'VERB': 'вернуться'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10229,А… зачем?,4,"[{'PROPN': 'а'}, {'PUNCT': '…'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10251,"А теперь, – он повернулся к Гарри, – объясните, зачем вы пришли, мистер Поттер?",19,"[{'CCONJ': 'а'}, {'ADV': 'теперь'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'PRON': 'он'}, {'VERB': 'повернуться'}, {'ADP': 'к'}, {'PROPN': 'гарри'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'объяснить'}, {'PUNCT': ','}, {'ADV': 'зачем'}, {'PRON': 'вы'}, {'VERB': 'прийти'}, {'PUNCT': ','}, {'NOUN': 'мистер'}, {'PROPN': 'поттер'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],2
10297,"Полагаетсявыбирать плащ, – пояснил Рон, – но зачем становиться невидимым, если есть палочка?",17,"[{'ADJ': 'полагаетсявыбирать'}, {'NOUN': 'плащ'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'VERB': 'пояснить'}, {'PROPN': 'рон'}, {'PUNCT': ','}, {'PUNCT': '–'}, {'CCONJ': 'но'}, {'ADV': 'зачем'}, {'VERB': 'становиться'}, {'ADJ': 'невидимый'}, {'PUNCT': ','}, {'SCONJ': 'если'}, {'VERB': 'быть'}, {'NOUN': 'палочка'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],2
10331,А меня зачем спрятала?,5,"[{'CCONJ': 'а'}, {'PRON': 'я'}, {'ADV': 'зачем'}, {'VERB': 'спрятать'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10358,А иначе зачем ему плащ?,6,"[{'CCONJ': 'а'}, {'CCONJ': 'иначе'}, {'ADV': 'зачем'}, {'PRON': 'он'}, {'NOUN': 'плащ'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10433,Но зачем?,3,"[{'CCONJ': 'но'}, {'ADV': 'зачем'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10574,Зачем ты говорил с Цапкрюком?,6,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'VERB': 'говорить'}, {'ADP': 'с'}, {'PROPN': 'цапкрюк'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10786,Зачем ты всех вытащил?,5,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'PRON': 'весь'}, {'VERB': 'вытащить'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10823,Зачем Гарри Поттеру в башню «Вранзора»?,9,"[{'PROPN': 'зачем'}, {'PROPN': 'гарри'}, {'PROPN': 'поттер'}, {'ADP': 'в'}, {'NOUN': 'башня'}, {'PUNCT': '«'}, {'PROPN': 'вранзор'}, {'PUNCT': '»'}, {'PUNCT': '?'}]",зачем,[{'PROPN': 'зачем'}],0
10860,Зачем вы ее сюда потащили?,6,"[{'ADV': 'зачем'}, {'PRON': 'вы'}, {'PRON': 'она'}, {'ADV': 'сюда'}, {'VERB': 'потащить'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
10996,Ты зачем за нами шпионишь?,6,"[{'PRON': 'ты'}, {'ADV': 'зачем'}, {'ADP': 'за'}, {'PRON': 'мы'}, {'VERB': 'шпионить'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
11007,Зачем тебе?,3,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
11014,Зачем ты так?,4,"[{'ADV': 'зачем'}, {'PRON': 'ты'}, {'ADV': 'так'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
11063,"Зачем,зачемвы надели кольцо?",6,"[{'ADV': 'зачем'}, {'PUNCT': ','}, {'NOUN': 'зачемва'}, {'VERB': 'надеть'}, {'NOUN': 'кольцо'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
11064,Зачем вообще было к нему прикасаться?,7,"[{'ADV': 'зачем'}, {'ADV': 'вообще'}, {'AUX': 'быть'}, {'ADP': 'к'}, {'PRON': 'он'}, {'VERB': 'прикасаться'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
11163,Но зачем вы все так усложнили?,7,"[{'CCONJ': 'но'}, {'ADV': 'зачем'}, {'PRON': 'вы'}, {'PART': 'все'}, {'ADV': 'так'}, {'VERB': 'усложнить'}, {'PUNCT': '?'}]",зачем,[{'ADV': 'зачем'}],0
