,Index,Baseline,Baseline count,HU,HU count,GPT,GPT count,Baseline = HU count?,Baseline = GPT count?,HU count = GPT count?,Baseline = HU word?,Baseline = GPT word?
381,381,интеллектуальный,6,интеллектуальный,6,интеллектуальный,5,True,False,False,True,True
382,382,хозяин,3,хозяин,3,хозяин,2,True,False,False,True,True
383,383,брат,1,брат,1,брат,1,True,True,True,True,True
384,384,шкаф,1,шкаф,1,шкаф,1,True,True,True,True,True
385,385,оружие,4,оружие,3,оружие,3,False,False,True,True,True
386,386,белочка,3,белочка,3,белочка,3,True,True,True,True,True
387,387,любознательный,5,любознательный,5,любознательный,5,True,True,True,True,True
388,388,усовершенствование,8,усовершенствование,7,усовершенствование,7,False,False,True,True,True
389,389,дифференциальные,7,дифференциальные,6,дифференциальные,5,False,False,False,True,True
390,390,многообещающая,8,многообещающая,6,многообещающая,5,False,False,False,True,True
391,391,заокеанский,5,заокеанский,5,заокеанский,3,True,False,False,True,True
392,392,Йорк,1,Йорк,1,Йорк,1,True,True,True,True,True
393,393,канализационные,8,канализационные,6,канализационные,6,False,False,True,True,True
394,394,Гастрономия,5,Гастрономия,5,Гастрономия,4,True,False,False,True,True
395,395,электроизмерительные,9,электроизмерительные,7,электроизмерительные,7,False,False,True,True,True
396,396,иллюзия,4,иллюзия,3,иллюзия,3,False,False,True,True,True
397,397,Ира,2,Ира,2,Ира,2,True,True,True,True,True
398,398,геополитического,8,геополитического,6,геополитического,7,False,False,False,True,True
399,399,юмористическое,7,юмористическое,5,юмористическое,6,False,False,False,True,True
400,400,флот,1,флот,1,флот,1,True,True,True,True,True
401,401,Щелкунчики,4,Щелкунчики,4,Щелкунчики,4,True,True,True,True,True
402,402,пять,1,пять,1,пять,1,True,True,True,True,True
403,403,величавый,4,величавый,4,величавый,4,True,True,True,True,True
404,404,эпидемиология,8,эпидемиология,6,эпидемиология,6,False,False,True,True,True
405,405,цепь,1,цепь,1,цепь,1,True,True,True,True,True
406,406,девочки,3,девочки,2,девочки,3,False,True,False,True,True
407,407,жёлтые,3,жёлтые,2,жёлтые,2,False,False,True,True,True
408,408,распространение,6,распространение,5,распространение,5,False,False,True,True,True
409,409,экология,5,экология,4,экология,4,False,False,True,True,True
410,410,контрреволюционный,7,контрреволюционный,7,контрреволюционный,6,True,False,False,True,True
411,411,биография,5,биография,4,биография,3,False,False,False,True,True
412,412,экономика,5,экономика,4,экономика,5,False,True,False,True,True
413,413,фамилия,4,фамилия,3,фамилия,3,False,False,True,True,True
414,414,ситуация,5,ситуация,4,ситуация,3,False,False,False,True,True
415,415,общеобразовательное,9,общеобразовательное,7,общеобразовательное,7,False,False,True,True,True
416,416,ябеда,3,ябеда,3,ябеда,3,True,True,True,True,True
417,417,четырьмястами,5,четырьмястами,5,четырьмястами,5,True,True,True,True,True
418,418,шахтостроительного,7,шахтостроительного,7,шахтостроительного,6,True,False,False,True,True
419,419,люк,1,люк,1,люк,1,True,True,True,True,True
420,420,блокообрабатывающий,9,блокообрабатывающий,7,блокообрабатывающий,7,False,False,True,True,True
421,421,царапина,4,царапина,4,царапина,4,True,True,True,True,True
422,422,электричка,4,электричка,4,электричка,4,True,True,True,True,True
423,423,самореализация,8,самореализация,6,самореализация,6,False,False,True,True,True
424,424,цвет,1,цвет,1,цвет,1,True,True,True,True,True
425,425,тщеславие,4,тщеславие,4,тщеславие,3,True,False,False,True,True
426,426,азбука,3,азбука,3,азбука,3,True,True,True,True,True
427,427,большая,3,большая,3,большая,2,True,False,False,True,True
428,428,белоснежная,5,белоснежная,4,белоснежная,4,False,False,True,True,True
429,429,распределение,6,распределение,5,распределение,5,False,False,True,True,True
430,430,воробьиный,4,воробьиный,4,воробьиный,4,True,True,True,True,True
431,431,якорь,2,якорь,2,якорь,2,True,True,True,True,True
432,432,воскресенье,4,воскресенье,4,воскресенье,4,True,True,True,True,True
433,433,красный,2,красный,2,красный,2,True,True,True,True,True
434,434,физиология,6,физиология,5,физиология,4,False,False,False,True,True
435,435,рационализированной,9,рационализированной,7,рационализированной,8,False,False,False,True,True
436,436,единообразия,7,единообразия,6,единообразия,5,False,False,False,True,True
437,437,война,2,война,2,война,2,True,True,True,True,True
438,438,цветочная,4,цветочная,3,цветочная,3,False,False,True,True,True
439,439,мак,1,мак,1,мак,1,True,True,True,True,True
440,440,кастрюля,3,кастрюля,3,кастрюля,3,True,True,True,True,True
441,441,лесообрабатывающей,9,лесообрабатывающей,7,лесообрабатывающей,7,False,False,True,True,True
442,442,исторический,5,исторический,5,исторический,5,True,True,True,True,True
443,443,жевачка,3,жевачка,3,жевачка,3,True,True,True,True,True
444,444,стихотворение,6,стихотворение,5,стихотворение,5,False,False,True,True,True
445,445,функциональные,6,функциональные,5,функциональные,4,False,False,False,True,True
446,446,высказывание,6,высказывание,5,высказывание,5,False,False,True,True,True
447,447,употребление,6,употребление,5,употребление,5,False,False,True,True,True
448,448,щупание,4,щупание,3,щупание,3,False,False,True,True,True
449,449,юркий,2,юркий,2,юркий,2,True,True,True,True,True
450,450,здание,3,здание,3,здание,2,True,False,False,True,True
451,451,завораживающая,8,завораживающая,6,завораживающая,6,False,False,True,True,True
452,452,характеризовать,6,характеризовать,6,характеризовать,6,True,True,True,True,True
453,453,однопараметрическую,9,однопараметрическую,7,однопараметрическую,8,False,False,False,True,True
454,454,Украина,4,Украина,3,Украина,3,False,False,True,True,True
455,455,школа,2,школа,2,школа,2,True,True,True,True,True
456,456,Эльф,1,Эльф,1,Эльф,1,True,True,True,True,True
457,457,цетрализованная,7,цетрализованная,6,цетрализованная,6,False,False,True,True,True
458,458,свёкла,2,свёкла,2,свёкла,2,True,True,True,True,True
459,459,апельсиновый,5,апельсиновый,5,апельсиновый,5,True,True,True,True,True
460,460,счастливый,3,счастливый,3,счастливый,3,True,True,True,True,True
461,461,биологическая,7,биологическая,5,биологическая,5,False,False,True,True,True
462,462,штабелирование,7,штабелирование,6,штабелирование,6,False,False,True,True,True
463,463,Обозначающие,7,Обозначающие,5,Обозначающие,5,False,False,True,True,True
464,464,физиотерапия,7,физиотерапия,5,физиотерапия,5,False,False,True,True,True
465,465,жать,1,жать,1,жать,1,True,True,True,True,True
466,466,ждать,1,ждать,1,ждать,1,True,True,True,True,True
467,467,удовлетворяющие,8,удовлетворяющие,6,удовлетворяющие,6,False,False,True,True,True
468,468,достопримечательность,7,достопримечательность,7,достопримечательность,7,True,True,True,True,True
469,469,иль,1,иль,1,иль,1,True,True,True,True,True
470,470,шаромоделирование,9,шаромоделирование,7,шаромоделирование,8,False,False,False,True,True
471,471,оранжевый,4,оранжевый,3,оранжевый,4,False,True,False,True,True
472,472,электродинамический,8,электродинамический,7,электродинамический,8,False,True,False,True,True
473,473,самопожертвование,8,самопожертвование,6,самопожертвование,7,False,False,False,True,True
474,474,территория,5,территория,4,территория,4,False,False,True,True,True
475,475,изготавливается,7,изготавливается,5,изготавливается,6,False,False,False,True,True
476,476,Дюймовочка,4,Дюймовочка,4,Дюймовочка,4,True,True,True,True,True
477,477,майский,2,майский,2,майский,2,True,True,True,True,True
478,478,заводоуправление,8,заводоуправление,7,заводоуправление,6,False,False,False,True,True
479,479,ученик,3,ученик,3,ученик,3,True,True,True,True,True
480,480,лекарственные,5,лекарственные,4,лекарственные,4,False,False,True,True,True
481,481,характеристика,6,характеристика,5,характеристика,6,False,True,False,True,True
482,482,врач,1,врач,1,врач,1,True,True,True,True,True
483,483,зелёные,4,зелёные,3,зелёные,3,False,False,True,True,True
484,484,вместе,2,вместе,2,вместе,2,True,True,True,True,True
485,485,документационные,8,документационные,6,документационные,6,False,False,True,True,True
486,486,засухоустойчивая,8,засухоустойчивая,6,засухоустойчивая,6,False,False,True,True,True
487,487,местоимение,6,местоимение,4,местоимение,4,False,False,True,True,True
488,488,орех,2,орех,2,орех,2,True,True,True,True,True
489,489,единовременный,6,единовременный,5,единовременный,6,False,True,False,True,True
490,490,млекопитающие,7,млекопитающие,5,млекопитающие,5,False,False,True,True,True
491,491,шелестит,3,шелестит,3,шелестит,3,True,True,True,True,True
492,492,завораживающее,8,завораживающее,6,завораживающее,6,False,False,True,True,True
493,493,шиномонтаж,4,шиномонтаж,4,шиномонтаж,4,True,True,True,True,True
494,494,машина,3,машина,3,машина,3,True,True,True,True,True
495,495,гидроэлектростанциями,9,гидроэлектростанциями,8,гидроэлектростанциями,7,False,False,False,True,True
496,496,ежеквартально,5,ежеквартально,5,ежеквартально,5,True,True,True,True,True
497,497,часовой,3,часовой,3,часовой,3,True,True,True,True,True
498,498,дорожки,3,дорожки,3,дорожки,3,True,True,True,True,True
499,499,неотремонтированных,8,неотремонтированных,7,неотремонтированных,7,False,False,True,True,True
500,500,Юрмала,3,Юрмала,3,Юрмала,3,True,True,True,True,True
501,501,фикция,3,фикция,2,фикция,2,False,False,True,True,True
502,502,яйцерождение,6,яйцерождение,5,яйцерождение,5,False,False,True,True,True
503,503,физиологического,8,физиологического,6,физиологического,7,False,False,False,True,True
504,504,беспокоиться,5,беспокоиться,4,беспокоиться,4,False,False,True,True,True
505,505,идеализированная,9,идеализированная,7,идеализированная,7,False,False,True,True,True
506,506,асимметрия,5,асимметрия,5,асимметрия,4,True,False,False,True,True
507,507,честь,1,честь,1,честь,1,True,True,True,True,True
508,508,муравей,3,муравей,3,муравей,3,True,True,True,True,True
509,509,характеризующимся,8,характеризующимся,6,характеризующимся,7,False,False,False,True,True
510,510,жильё,2,жильё,2,жильё,2,True,True,True,True,True
511,511,нововведение,6,нововведение,5,нововведение,5,False,False,True,True,True
512,512,необыкновенная,7,необыкновенная,6,необыкновенная,5,False,False,False,True,True
513,513,рассвет,2,рассвет,2,рассвет,2,True,True,True,True,True
514,514,Евгения,4,Евгения,4,Евгения,3,True,False,False,True,True
515,515,настоящее,5,настоящее,4,настоящее,3,False,False,False,True,True
516,516,Экологические,7,Экологические,6,Экологические,6,False,False,True,True,True
517,517,ежи,2,ежи,2,ежи,2,True,True,True,True,True
518,518,Жанна,2,Жанна,2,Жанна,2,True,True,True,True,True
519,519,администратор,5,администратор,6,администратор,5,False,True,False,True,True
520,520,единовременно,6,единовременно,6,единовременно,6,True,True,True,True,True
521,521,Юля,2,Юля,2,Юля,2,True,True,True,True,True
522,522,труд,1,труд,1,труд,1,True,True,True,True,True
523,523,юродивый,4,юродивый,4,юродивый,4,True,True,True,True,True
524,524,ёмкий,2,ёмкий,2,ёмкий,2,True,True,True,True,True
525,525,закончилось,4,закончилось,4,закончилось,4,True,True,True,True,True
526,526,кость,1,кость,1,кость,1,True,True,True,True,True
527,527,мероприятия,6,мероприятия,5,мероприятия,4,False,False,False,True,True
528,528,Хорватия,4,Хорватия,4,Хорватия,3,True,False,False,True,True
529,529,гладиолусы,5,гладиолусы,5,гладиолусы,4,True,False,False,True,True
530,530,самообследование,8,самообследование,7,самообследование,6,False,False,False,True,True
531,531,сыроежка,4,сыроежка,3,сыроежка,3,False,False,True,True,True
532,532,железнодорожное,7,железнодорожное,6,железнодорожное,6,False,False,True,True,True
533,533,зной,1,зной,1,зной,1,True,True,True,True,True
534,534,радиоприёмник,6,радиоприёмник,5,радиоприёмник,4,False,False,False,True,True
535,535,ромашка,3,ромашка,3,ромашка,3,True,True,True,True,True
536,536,демилитаризованную,9,демилитаризованную,8,демилитаризованную,8,False,False,True,True,True
537,537,крот,1,крот,1,крот,1,True,True,True,True,True
538,538,из,1,из,1,из,1,True,True,True,True,True
539,539,ель,1,ель,1,ель,1,True,True,True,True,True
540,540,геометрические,7,геометрические,6,геометрические,5,False,False,False,True,True
541,541,зарядка,3,зарядка,3,зарядка,3,True,True,True,True,True
542,542,отечество,4,отечество,4,отечество,4,True,True,True,True,True
543,543,одуванчик,4,одуванчик,3,одуванчик,4,False,True,False,True,True
544,544,идолопоклонниками,8,идолопоклонниками,7,идолопоклонниками,8,False,True,False,True,True
545,545,есть,1,есть,1,есть,1,True,True,True,True,True
546,546,январь,2,январь,2,январь,2,True,True,True,True,True
547,547,федерации,5,федерации,5,федерации,4,True,False,False,True,True
548,548,хор,1,хор,1,хор,1,True,True,True,True,True
549,549,деревьях,3,деревьях,3,деревьях,3,True,True,True,True,True
550,550,апрельский,3,апрельский,4,апрельский,3,False,True,False,True,True
551,551,книга,2,книга,2,книга,2,True,True,True,True,True
552,552,чудесное,4,чудесное,4,чудесное,3,True,False,False,True,True
553,553,рассредоточение,7,рассредоточение,6,рассредоточение,6,False,False,True,True,True
554,554,специализированный,8,специализированный,7,специализированный,7,False,False,True,True,True
555,555,електрохымзахисту,7,електрохымзахисту,7,електрохымзахисту,7,True,True,True,True,True
556,556,Иваново,4,Иваново,4,Иваново,4,True,True,True,True,True
557,557,пушистый,3,пушистый,3,пушистый,3,True,True,True,True,True
558,558,одноклассники,5,одноклассники,5,одноклассники,5,True,True,True,True,True
559,559,вьюн,1,вьюн,1,вьюн,1,True,True,True,True,True
560,560,электровибрационные,9,электровибрационные,8,электровибрационные,7,False,False,False,True,True
561,561,йэ,1,йэ,1,йэ,1,True,True,True,True,True
562,562,семья,2,семья,2,семья,2,True,True,True,True,True
563,563,Яковлевича,5,Яковлевича,5,Яковлевича,5,True,True,True,True,True
564,564,самообладание,7,самообладание,6,самообладание,5,False,False,False,True,True
565,565,лужайка,3,лужайка,3,лужайка,3,True,True,True,True,True
566,566,бассейн,2,бассейн,2,бассейн,2,True,True,True,True,True
567,567,Произведение,6,Произведение,5,Произведение,4,False,False,False,True,True
568,568,неудовлетворительный,8,неудовлетворительный,8,неудовлетворительный,7,True,False,False,True,True
569,569,наименование,7,наименование,5,наименование,5,False,False,True,True,True
570,570,муравьишка,4,муравьишка,4,муравьишка,4,True,True,True,True,True
571,571,ласточка,3,ласточка,3,ласточка,3,True,True,True,True,True
572,572,характеризующего,8,характеризующего,6,характеризующего,7,False,False,False,True,True
573,573,дождь,1,дождь,1,дождь,1,True,True,True,True,True
574,574,неудовлетворительно,8,неудовлетворительно,7,неудовлетворительно,7,False,False,True,True,True
575,575,ребята,3,ребята,3,ребята,3,True,True,True,True,True
576,576,диагностируемого,8,диагностируемого,6,диагностируемого,6,False,False,True,True,True
577,577,хлобчатобумажная,7,хлобчатобумажная,6,хлобчатобумажная,6,False,False,True,True,True
578,578,государственную,6,государственную,5,государственную,5,False,False,True,True,True
579,579,фрак,1,фрак,1,фрак,1,True,True,True,True,True
580,580,хоть,1,хоть,1,хоть,1,True,True,True,True,True
581,581,конкурентноспособностью,8,конкурентноспособностью,8,конкурентноспособностью,8,True,True,True,True,True
582,582,благоустройство,5,благоустройство,5,благоустройство,4,True,False,False,True,True
583,583,тарелка,3,тарелка,3,тарелка,3,True,True,True,True,True
584,584,баллистокардиография,9,баллистокардиография,9,баллистокардиография,7,True,False,False,True,True
585,585,четырёхугольника,7,четырёхугольника,6,четырёхугольника,7,False,True,False,True,True
586,586,морковь,2,морковь,2,морковь,2,True,True,True,True,True
587,587,обезьяна,4,обезьяна,4,обезьяна,4,True,True,True,True,True
588,588,воробьи,3,воробьи,3,воробьи,3,True,True,True,True,True
589,589,электромеханический,8,электромеханический,7,электромеханический,8,False,True,False,True,True
590,590,фломастер,3,фломастер,3,фломастер,3,True,True,True,True,True
591,591,животноводческих,6,животноводческих,6,животноводческих,6,True,True,True,True,True
592,592,взгляд,1,взгляд,2,взгляд,1,False,True,False,True,True
593,593,жизнерадостность,5,жизнерадостность,6,жизнерадостность,5,False,True,False,True,True
594,594,Ас,1,Ас,1,Ас,1,True,True,True,True,True
595,595,являющимися,6,являющимися,5,являющимися,5,False,False,True,True,True
596,596,налогообложения,8,налогообложения,6,налогообложения,6,False,False,True,True,True
597,597,жизнеутверждающий,7,жизнеутверждающий,6,жизнеутверждающий,5,False,False,False,True,True
598,598,взаимопонимание,8,взаимопонимание,6,взаимопонимание,6,False,False,True,True,True
599,599,территориальный,6,территориальный,6,территориальный,5,True,False,False,True,True
600,600,живописное,5,живописное,4,живописное,4,False,False,True,True,True
601,601,здравоохранения,7,здравоохранения,6,здравоохранения,5,False,False,False,True,True
602,602,яркая,3,яркая,3,яркая,2,True,False,False,True,True
603,603,авиационный,6,авиационный,5,авиационный,4,False,False,False,True,True
604,604,художественная,6,художественная,5,художественная,5,False,False,True,True,True
605,605,характеристиками,7,характеристиками,6,характеристиками,7,False,True,False,True,True
606,606,высокопревосходительство,9,высокопревосходительство,9,высокопревосходительство,9,True,True,True,True,True
607,607,индивидуализировать,9,индивидуализировать,8,индивидуализировать,8,False,False,True,True,True
608,608,банан,2,банан,2,банан,2,True,True,True,True,True
609,609,риск,1,риск,1,риск,1,True,True,True,True,True
610,610,камнеобрабатывающий,9,камнеобрабатывающий,7,камнеобрабатывающий,7,False,False,True,True,True
611,611,огонь,2,огонь,2,огонь,2,True,True,True,True,True
612,612,чаепитие,5,чаепитие,4,чаепитие,3,False,False,False,True,True
613,613,играю,3,играю,3,играю,2,True,False,False,True,True
614,614,социалистическая,8,социалистическая,6,социалистическая,6,False,False,True,True,True
615,615,этаж,2,этаж,2,этаж,2,True,True,True,True,True
616,616,звёзды,2,звёзды,2,звёзды,2,True,True,True,True,True
617,617,туфли,2,туфли,2,туфли,2,True,True,True,True,True
618,618,соревнования,6,соревнования,5,соревнования,5,False,False,True,True,True
619,619,фестиваль,3,фестиваль,3,фестиваль,3,True,True,True,True,True
620,620,администрация,6,администрация,6,администрация,5,True,False,False,True,True
621,621,достопримечательностям,8,достопримечательностям,7,достопримечательностям,8,False,True,False,True,True
622,622,убаюкивает,6,убаюкивает,5,убаюкивает,4,False,False,False,True,True
623,623,Япония,4,Япония,3,Япония,3,False,False,True,True,True
624,624,единовременное,7,единовременное,6,единовременное,6,False,False,True,True,True
625,625,восточнославянская,7,восточнославянская,7,восточнославянская,6,True,False,False,True,True
626,626,головокружение,7,головокружение,6,головокружение,6,False,False,True,True,True
627,627,завтрак,2,завтрак,2,завтрак,2,True,True,True,True,True
628,628,ясновидящие,6,ясновидящие,5,ясновидящие,5,False,False,True,True,True
629,629,головокружительная,8,головокружительная,7,головокружительная,7,False,False,True,True,True
630,630,соединение,6,соединение,5,соединение,4,False,False,False,True,True
631,631,грамматика,4,грамматика,4,грамматика,4,True,True,True,True,True
632,632,руль,1,руль,1,руль,1,True,True,True,True,True
633,633,гидроэнергетические,9,гидроэнергетические,7,гидроэнергетические,7,False,False,True,True,True
634,634,жеребёнок,4,жеребёнок,3,жеребёнок,4,False,True,False,True,True
635,635,государственного,6,государственного,5,государственного,6,False,True,False,True,True
636,636,обществознание,6,обществознание,5,обществознание,5,False,False,True,True,True
637,637,удочка,3,удочка,3,удочка,3,True,True,True,True,True
638,638,жизнерадостный,5,жизнерадостный,5,жизнерадостный,5,True,True,True,True,True
639,639,направление,5,направление,4,направление,4,False,False,True,True,True
640,640,хруст,1,хруст,1,хруст,1,True,True,True,True,True
641,641,ягуар,3,ягуар,2,ягуар,2,False,False,True,True,True
642,642,рысь,1,рысь,1,рысь,1,True,True,True,True,True
643,643,Екатеринбургскую,7,Екатеринбургскую,6,Екатеринбургскую,6,False,False,True,True,True
644,644,дрозд,1,дрозд,1,дрозд,1,True,True,True,True,True
645,645,голубь,2,голубь,2,голубь,2,True,True,True,True,True
646,646,формирования,6,формирования,5,формирования,5,False,False,True,True,True
647,647,шиномонтажные,6,шиномонтажные,5,шиномонтажные,5,False,False,True,True,True
648,648,Евгений,3,Евгений,3,Евгений,3,True,True,True,True,True
649,649,облако,3,облако,3,облако,3,True,True,True,True,True
650,650,ненастье,3,ненастье,3,ненастье,3,True,True,True,True,True
651,651,бактерионосительство,8,бактерионосительство,7,бактерионосительство,7,False,False,True,True,True
652,652,трамвай,2,трамвай,2,трамвай,2,True,True,True,True,True
653,653,работоспособность,6,работоспособность,6,работоспособность,6,True,True,True,True,True
654,654,иней,2,иней,2,иней,2,True,True,True,True,True
655,655,идеальный,4,идеальный,4,идеальный,3,True,False,False,True,True
656,656,коммунистическая,7,коммунистическая,6,коммунистическая,6,False,False,True,True,True
657,657,сельскохозяйственного,7,сельскохозяйственного,7,сельскохозяйственного,7,True,True,True,True,True
658,658,ходатайство,4,ходатайство,4,ходатайство,4,True,True,True,True,True
659,659,некристаллизирующийся,9,некристаллизирующийся,8,некристаллизирующийся,8,False,False,True,True,True
660,660,ещё,2,ещё,1,ещё,2,False,True,False,True,True
661,661,неожиданно,5,неожиданно,4,неожиданно,4,False,False,True,True,True
662,662,деньки,2,деньки,2,деньки,2,True,True,True,True,True
663,663,аист,2,аист,1,аист,1,False,False,True,True,True
664,664,хлопотливый,4,хлопотливый,4,хлопотливый,4,True,True,True,True,True
665,665,красноармейская,6,красноармейская,5,красноармейская,4,False,False,False,True,True
666,666,заасфальтировать,6,заасфальтировать,6,заасфальтировать,5,True,False,False,True,True
667,667,бетонирование,7,бетонирование,5,бетонирование,6,False,False,False,True,True
668,668,игла,2,игла,2,игла,2,True,True,True,True,True
669,669,добросовестный,5,добросовестный,5,добросовестный,5,True,True,True,True,True
670,670,фарш,1,фарш,1,фарш,1,True,True,True,True,True
671,671,регистрационный,6,регистрационный,6,регистрационный,5,True,False,False,True,True
672,672,чистописание,6,чистописание,5,чистописание,5,False,False,True,True,True
673,673,пластилин,3,пластилин,3,пластилин,3,True,True,True,True,True
674,674,Москва,2,Москва,2,Москва,2,True,True,True,True,True
675,675,щавелевый,4,щавелевый,4,щавелевый,4,True,True,True,True,True
676,676,ферзь,1,ферзь,1,ферзь,1,True,True,True,True,True
677,677,ос,1,ос,1,ос,1,True,True,True,True,True
678,678,автовеломотогонки,8,автовеломотогонки,7,автовеломотогонки,8,False,True,False,True,True
679,679,авианавигационный,9,авианавигационный,7,авианавигационный,7,False,False,True,True,True
680,680,профориентационную,9,профориентационную,7,профориентационную,6,False,False,False,True,True
681,681,радиопеленгаторная,9,радиопеленгаторная,7,радиопеленгаторная,7,False,False,True,True,True
682,682,зарегистрировано,7,зарегистрировано,6,зарегистрировано,7,False,True,False,True,True
683,683,йодом,2,йодом,2,йодом,2,True,True,True,True,True
684,684,хозяйственный,4,хозяйственный,4,хозяйственный,4,True,True,True,True,True
685,685,шестиугольник,5,шестиугольник,5,шестиугольник,4,True,False,False,True,True
686,686,автоаннотирование,9,автоаннотирование,7,автоаннотирование,7,False,False,True,True,True
687,687,портфель,2,портфель,2,портфель,2,True,True,True,True,True
688,688,билетопечатающий,8,билетопечатающий,6,билетопечатающий,7,False,False,False,True,True
689,689,неспециализированных,9,неспециализированных,7,неспециализированных,8,False,False,False,True,True
690,690,искусство,3,искусство,3,искусство,3,True,True,True,True,True
691,691,щеткой,2,щеткой,2,щеткой,2,True,True,True,True,True
692,692,юбиляра,4,юбиляра,4,юбиляра,4,True,True,True,True,True
693,693,рожь,1,рожь,1,рожь,1,True,True,True,True,True
694,694,шарф,1,шарф,1,шарф,1,True,True,True,True,True
695,695,поздравляю,4,поздравляю,4,поздравляю,3,True,False,False,True,True
696,696,изобилия,5,изобилия,4,изобилия,4,False,False,True,True,True
697,697,общеобразовательная,9,общеобразовательная,7,общеобразовательная,7,False,False,True,True,True
698,698,цилиндрическая,6,цилиндрическая,5,цилиндрическая,5,False,False,True,True,True
699,699,лидирующие,6,лидирующие,5,лидирующие,4,False,False,False,True,True
700,700,местонахождение,7,местонахождение,6,местонахождение,6,False,False,True,True,True
701,701,смотрит,2,смотрит,3,смотрит,2,False,True,False,True,True
702,702,фонарь,2,фонарь,2,фонарь,2,True,True,True,True,True
703,703,акация,4,акация,4,акация,3,True,False,False,True,True
704,704,флюорография,6,флюорография,5,флюорография,4,False,False,False,True,True
705,705,красиваядолгое,7,красиваядолгое,6,красиваядолгое,5,False,False,False,True,True
706,706,единожды,4,единожды,4,единожды,4,True,True,True,True,True
707,707,энциклопедическое,8,энциклопедическое,7,энциклопедическое,7,False,False,True,True,True
708,708,шёлковая,4,шёлковая,3,шёлковая,3,False,False,True,True,True
709,709,благоприятствовать,6,благоприятствовать,6,благоприятствовать,5,True,False,False,True,True
710,710,ночь,1,ночь,1,ночь,1,True,True,True,True,True
711,711,безукоризненно,6,безукоризненно,6,безукоризненно,6,True,True,True,True,True
712,712,тетрадь,2,тетрадь,2,тетрадь,2,True,True,True,True,True
713,713,железнодорожный,6,железнодорожный,5,железнодорожный,6,False,True,False,True,True
714,714,благополучие,6,благополучие,5,благополучие,5,False,False,True,True,True
715,715,представление,5,представление,5,представление,4,True,False,False,True,True
716,716,немалозначимую,7,немалозначимую,6,немалозначимую,6,False,False,True,True,True
717,717,дупло,2,дупло,2,дупло,2,True,True,True,True,True
718,718,естествоиспытатель,7,естествоиспытатель,7,естествоиспытатель,6,True,False,False,True,True
719,719,ёмкостной,3,ёмкостной,3,ёмкостной,3,True,True,True,True,True
720,720,вежливость,3,вежливость,3,вежливость,3,True,True,True,True,True
721,721,зеркало,3,зеркало,3,зеркало,3,True,True,True,True,True
722,722,величественный,5,величественный,5,величественный,5,True,True,True,True,True
723,723,Илья,2,Илья,2,Илья,2,True,True,True,True,True
724,724,умиротворение,7,умиротворение,6,умиротворение,6,False,False,True,True,True
725,725,литературное,6,литературное,5,литературное,5,False,False,True,True,True
726,726,тюльпан,2,тюльпан,2,тюльпан,2,True,True,True,True,True
727,727,ядовитая,5,ядовитая,4,ядовитая,4,False,False,True,True,True
728,728,авиаметеостанция,9,авиаметеостанция,8,авиаметеостанция,6,False,False,False,True,True
729,729,Иван,2,Иван,2,Иван,2,True,True,True,True,True
730,730,юноша,3,юноша,3,юноша,3,True,True,True,True,True
731,731,декларация,5,декларация,5,декларация,4,True,False,False,True,True
732,732,естественный,4,естественный,4,естественный,4,True,True,True,True,True
733,733,компьютер,3,компьютер,3,компьютер,3,True,True,True,True,True
734,734,щекотливость,4,щекотливость,5,щекотливость,4,False,True,False,True,True
735,735,материаловедение,9,материаловедение,7,материаловедение,7,False,False,True,True,True
736,736,барабан,3,барабан,3,барабан,3,True,True,True,True,True
737,737,гном,1,гном,1,гном,1,True,True,True,True,True
738,738,аббревиатура,6,аббревиатура,6,аббревиатура,5,True,False,False,True,True
739,739,йод,1,йод,1,йод,1,True,True,True,True,True
740,740,хек,1,хек,1,хек,1,True,True,True,True,True
741,741,элегантные,5,элегантные,5,элегантные,4,True,False,False,True,True
742,742,лакированная,6,лакированная,5,лакированная,5,False,False,True,True,True
743,743,твой,1,твой,1,твой,1,True,True,True,True,True
744,744,регулирование,7,регулирование,6,регулирование,6,False,False,True,True,True
745,745,он,1,он,1,он,1,True,True,True,True,True
746,746,человеческий,5,человеческий,4,человеческий,5,False,True,False,True,True
747,747,деревьями,4,деревьями,4,деревьями,4,True,True,True,True,True
748,748,эндокринологическое,9,эндокринологическое,8,эндокринологическое,8,False,False,True,True,True
749,749,Эмма,2,Эмма,2,Эмма,2,True,True,True,True,True
750,750,йоги,2,йоги,2,йоги,2,True,True,True,True,True
751,751,сфотографировать,6,сфотографировать,6,сфотографировать,6,True,True,True,True,True
752,752,разрастающиеся,7,разрастающиеся,5,разрастающиеся,5,False,False,True,True,True
753,753,высокотехнологичного,9,высокотехнологичного,7,высокотехнологичного,9,False,True,False,True,True
754,754,хлеб,1,хлеб,1,хлеб,1,True,True,True,True,True
755,755,астр,1,астр,2,астр,1,False,True,False,True,True
756,756,переформатирование,9,переформатирование,7,переформатирование,8,False,False,False,True,True
757,757,теплопроизводительность,8,теплопроизводительность,8,теплопроизводительность,7,True,False,False,True,True
758,758,машиностроительная,8,машиностроительная,7,машиностроительная,6,False,False,False,True,True
759,759,фармакокенетика,7,фармакокенетика,7,фармакокенетика,7,True,True,True,True,True
760,760,автотехобслуживание,9,автотехобслуживание,8,автотехобслуживание,8,False,False,True,True,True
761,761,матрёшка,3,матрёшка,3,матрёшка,3,True,True,True,True,True
